COM,Nom Commune,P20_SCOL1517,P20_SCOL1824,ETTEF2021,P20_SCOL2529,P20_NSCOL15P_CAPBEP,P20_NSCOL15P_BAC,P20_NSCOL15P_SUP2,P20_NSCOL15P_SUP34,P20_NSCOL15P_SUP5,ETTEF5021,ETTEF1021,ETTEF121,ETTEF021,P20_POP1564,P20_ACT1564,P20_ACTOCC1564,P20_CHOMEUR1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP34,P20_CHOM_SUP5,P20_ACT_DIPLMIN,P20_ACT_SUP34,P20_ACT_SUP5,P20_INACT1564,P20_ETUD1564,P20_RETR1564,P20_AINACT1564,C20_ACT1564_CS2,C20_ACT1564_CS3,C20_ACT1564_CS4,MED20,NBPERSMENFISC20,NTLBIN
24251,Manzac-sur-Vern,9,5,0,1,122,96,54,42,28,0,1,10,2,311.0,260.0,236.0,24.0,2.0,4.0,1.0,14.0,33.0,16.0,51.0,11.0,29.0,11.0,5.0,15.0,45.0,21380,588,0
24252,Marcillac-Saint-Quentin,34,10,1,1,197,123,51,56,29,1,1,21,4,500.634364530291,404.324281148464,362.431132712013,41.8931484364507,6.98508026596255,0.0,1.99439289498779,42.2210203702601,40.2359615027688,20.026391084791,96.3100833818271,32.7682284009218,44.5075407129922,19.0343142679131,60.1074999694161,20.2192305903917,65.2065616559602,20960,771,0
24253,Mareuil en Perigord,68,25,3,5,564,293,177,175,156,2,7,64,6,1231.17647589442,899.546050206873,801.77033973905,97.7757104678227,12.8308205784688,6.91006977060768,3.9470854909803,70.0961831330276,98.6824797327126,77.9245602161451,331.630425687552,73.3843972016659,159.562069254011,98.6839592318744,103.624497839072,54.1486017641885,128.390907264258,20420,2218,0
24254,Marnac,1,1,0,1,52,20,13,12,4,0,0,5,1,95.4354838709677,73.7903225806452,63.9516129032258,9.83870967741936,0.983870967741935,0.0,0.0,5.90322580645161,4.91935483870968,0.983870967741935,21.6451612903226,1.96774193548387,9.83870967741936,9.83870967741936,0.0,0.0,14.758064516129,20610,179,0
24255,Marquay,16,7,0,0,93,68,66,45,43,0,0,19,8,333.637086986743,253.855887625385,221.4709880332,32.3848995921847,1.97351440622118,0.0,7.13532066980417,12.9010560662212,22.2461001940205,33.3349726656765,79.7811993613581,16.6872825658396,29.7897233373367,33.3041934581817,50.8297951945821,40.6836595470213,70.1614192780385,21570,511,0
24256,Marsac-sur-l'Isle,98,91,23,7,784,466,264,153,109,10,21,209,13,2049.70124169226,1568.32256436034,1406.73863038753,161.583933972803,30.9427405137388,5.9775530842034,9.14589745383941,142.369105266961,125.258749154237,87.6003243058193,481.37867733192,129.238617484195,182.226855804294,169.91320404343,59.5637352229425,97.2409807200703,451.841538924749,21840,3289,0
24257,Marsales,6,1,0,1,56,24,19,6,5,0,1,11,0,126.668758413966,93.1395234075658,86.1014735334104,7.03804987415541,3.10642342485635,0.0,0.0,18.7604741697675,3.73574973528442,3.11072111342448,33.5292350063998,7.41569318777218,16.4085577505609,9.70498406806666,30.1049841593708,4.44531349795773,14.5943554779297,20050,221,0
24259,Eyraud-Crempse-Maurens,46,22,2,2,376,250,145,92,86,0,1,26,9,940.042249778484,717.236404934667,628.685353412038,88.5510515226287,10.0465724260212,5.10892223123687,2.99572312797045,56.9577444313754,55.9347240918899,52.0594763355228,222.805844843817,59.6943333488122,93.5924928506858,69.5190186443191,64.3655859118169,55.0354998192708,221.625869088773,21360,1611,0
24260,Mauzac-et-Grand-Castang,18,7,0,0,309,85,32,76,26,1,1,6,2,576.777437059238,197.682291354881,157.425139570654,40.2571517842269,12.9909393358093,1.00842323056874,5.03279059868592,26.0922433477478,18.1055134589357,12.0826017475146,379.095145704357,18.0957518697933,47.8395107290349,313.159883105529,9.89901082813414,14.9864651461645,30.3010696402608,20930,512,0
24261,Mauzens-et-Miremont,4,0,0,1,70,53,31,14,21,0,0,7,2,174.0,121.0,107.0,14.0,1.0,0.0,3.0,10.0,9.0,11.0,53.0,4.0,24.0,25.0,25.0,5.0,30.0,19370,260,0
24262,Mayac,9,4,0,0,70,66,30,26,18,0,0,3,2,192.094297963636,142.759274407688,124.908038693455,17.8512357142329,3.15170654818383,1.04968051732485,1.04901542854606,14.6942029705737,19.940606914791,7.34510410924066,49.3350235559475,11.5564784806687,23.0803465044476,14.6981985708312,5.24175380587306,10.4968072816211,52.4940296201402,20420,324,0
24263,Mazeyrolles,12,3,1,0,69,32,24,11,5,0,2,8,1,163.841856196958,112.717428471774,96.8178293729737,15.8995990988001,1.02316622325419,1.02316622325419,2.04633244650837,14.6618325958093,4.8978156904404,4.09591193970196,51.1244277251847,14.0597177541483,14.3836126322324,22.6810973388039,5.11583111627093,5.11583111627093,24.4737324168926,19580,285,0
24264,Menesplet,66,28,1,3,499,286,149,88,42,0,1,25,3,1083.76841182117,821.187340005344,725.804969771505,95.3823702338383,16.574703203717,4.82811834626597,3.07589596229907,85.4939925933149,66.8150135544965,32.0907279932351,262.581071815824,74.3942277574065,84.9739724301163,103.212871628301,87.3592669464715,47.8482170232614,142.383389333595,20580,1782,0
24266,Mensignac,56,21,1,4,394,199,141,74,51,0,2,19,3,916.271686147027,704.742338269388,649.885535437634,54.856802831755,8.99823189486335,1.01560371451009,1.98392581311908,44.7402863979938,63.872333213275,36.8685484066656,211.529347877638,64.2798986314088,78.4843519906554,68.7650972555743,40.1023575855192,64.7386911862826,213.723212554225,21350,1456,0
24267,Mescoules,7,1,0,1,32,33,21,15,6,0,1,3,1,106.0,87.0,77.0,10.0,2.0,0.0,0.0,4.0,13.0,2.0,19.0,7.0,7.0,5.0,0.0,20.0,20.0,22630,183,0
24268,Meyrals,17,4,0,1,148,91,56,52,51,0,1,15,4,389.911198450966,320.077884764158,289.927048620018,30.1508361441394,4.57874930452859,2.7997747372599,2.74141345443462,27.4122148788449,38.2516024212109,35.027797508899,69.8333136868081,18.4315298656236,33.4523354948578,17.9494483263267,52.8795604797726,42.029889976624,58.012120973443,19890,627,0
24269,Mialet,7,5,0,0,155,87,41,32,26,0,2,11,1,297.0,190.0,163.0,27.0,1.0,4.0,2.0,19.0,16.0,12.0,107.0,11.0,60.0,36.0,25.0,15.0,35.0,19280,609,0
24271,Milhac-de-Nontron,9,5,1,0,124,72,36,24,10,0,1,9,1,245.604619436275,175.080431360244,165.268314070708,9.81211728953535,0.981099628495042,0.0,0.981099628495042,15.815485303728,12.7000133196622,7.85028447911564,70.5241880760319,11.5478547997497,43.1400038753982,15.836329400884,0.0,9.81286462592531,24.3471867377532,21400,535,0
24272,Minzac,26,1,0,0,143,73,42,13,7,0,0,8,0,292.048504890834,230.186965443145,204.873956640011,25.3130088031339,5.89023361830897,2.86767704379826,0.0,27.1786041780479,8.81965233353266,3.86574916648046,61.8615394476894,23.0060990964962,18.5885480294336,20.2668923217596,19.4806334693811,14.4902728559701,38.3433746070164,21320,442,0
24273,Molieres,11,1,0,0,75,44,28,25,18,0,1,7,2,183.042594950593,125.670366971621,109.570447879579,16.099919092042,0.0,0.0,2.00954732962532,7.0422519765936,10.0389132516068,12.0837713520663,57.3722279789722,10.0300726704059,24.1881794538247,23.1539758547416,10.0477366481266,25.1929056210658,30.1579012006775,20860,352,0
24274,Monbazillac,26,26,2,2,175,142,88,69,45,0,4,40,5,498.669141124307,365.393538516054,326.378772251845,39.0147662642092,3.56034616038601,3.87955181818947,0.908940578436491,21.2856981212598,43.6210932833936,32.3952185086326,133.275602608252,47.0557210982091,53.150206023046,33.0696754869971,19.3318880805593,55.1065430880763,101.126372879465,24590,772,0
24276,Monestier,14,4,1,1,82,65,38,29,21,1,0,9,2,224.21313121463,179.970891320162,153.287782647183,26.6831086729785,3.07666732752245,0.0,1.00828089108678,15.4359053946001,16.4237555908945,13.275081281937,44.2422398944683,12.4855547396458,17.3580804591084,14.3986046957141,10.2903188921683,20.4252749134806,10.1860354908878,19840,353,0
24277,Monfaucon,13,6,0,1,72,36,24,20,7,0,0,5,1,184.706385081533,136.000580308158,121.057600141844,14.9429801663137,1.01256123730631,0.981947303958824,0.0,9.94119831228485,14.9122644658701,5.92219173713376,48.7058047733752,15.742280744238,16.0364505702941,16.9270734588431,14.7292095593824,0.0,29.8145303258986,19170,259,0
24278,Monmadales,2,0,0,0,21,17,9,6,3,0,0,3,0,53.3493975903614,39.5180722891566,34.578313253012,4.93975903614458,0.987951807228916,0.0,0.0,0.987951807228916,2.96385542168675,0.987951807228916,13.8313253012048,2.96385542168675,4.93975903614458,5.92771084337349,4.93975903614458,0.0,0.0,s,s,0
24279,Monmarves,4,1,0,0,18,12,2,3,1,0,0,4,0,35.0,25.0,24.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,10.0,5.0,4.0,1.0,5.0,10.0,10.0,s,s,0
24280,Monpazier,7,3,1,0,132,92,26,27,31,0,0,43,11,227.312626066216,151.047090287771,137.524272736204,13.5228175515667,2.12068266462627,0.0,0.0,15.4405680098089,8.37121527934401,9.20981286652498,76.2655357784448,7.28946340200822,43.2864268880884,25.6896454883482,30.8863567840928,15.1676236585426,20.4644430256251,18510,360,0
24281,Monsac,6,1,0,0,50,26,29,17,11,0,0,5,2,114.067415730337,84.4943820224719,78.1573033707865,6.33707865168539,0.0,1.0561797752809,0.0,5.28089887640449,8.44943820224719,6.33707865168539,29.5730337078652,7.39325842696629,14.7865168539326,7.39325842696629,15.8426966292135,5.28089887640449,26.4044943820225,21930,173,0
24282,Monsaguel,6,2,0,0,35,21,10,12,14,0,0,4,1,81.3825503355705,56.7785234899329,49.2080536912752,7.57046979865772,0.0,0.946308724832215,0.0,1.89261744966443,5.67785234899329,5.67785234899329,24.6040268456376,7.57046979865772,13.248322147651,3.78523489932886,4.73154362416107,4.73154362416107,18.9261744966443,24190,126,0
24284,Montagnac-d'Auberoche,5,4,0,0,35,20,13,7,8,0,0,2,0,72.9197080291971,54.1970802919708,51.2408759124088,2.95620437956204,0.985401459854015,0.0,0.0,2.95620437956204,4.92700729927007,2.95620437956204,18.7226277372263,8.86861313868613,7.88321167883212,1.97080291970803,9.85401459854015,4.92700729927007,19.7080291970803,21430,136,0
24285,Montagnac-la-Crempse,18,16,2,1,75,54,32,26,22,0,0,8,1,230.261084514842,171.663886299863,144.78693513615,26.8769511637129,2.02707494807268,1.01353747403634,3.43226149425165,11.4166417200522,19.8131431597912,13.1602044426126,58.597198214979,26.1469256849783,14.1351370332882,18.3151354967125,41.8242836204659,29.7434112243464,10.1353747403634,18070,313,0
24286,Montagrier,16,7,1,0,111,71,33,45,39,0,0,14,3,277.34906528579,208.307464502905,189.008406887792,19.2990576151128,4.0495926136051,2.0467597059868,2.03253947667074,12.1636296048646,26.2301132705594,23.2472048964443,69.0416007828846,19.0522189960482,27.6325282231497,22.3568535636867,30.2652700750144,35.0182076661755,45.4695452086871,19930,434,0
24287,Montaut,1,2,0,0,30,19,8,9,9,0,0,4,3,77.1769230769231,65.4538461538462,60.5692307692308,4.88461538461538,0.976923076923077,0.976923076923077,0.0,6.83846153846154,6.83846153846154,4.88461538461538,11.7230769230769,1.95384615384615,2.93076923076923,6.83846153846154,4.88461538461539,0.0,4.88461538461539,22760,122,0
24288,Montazeau,5,4,0,0,76,43,21,18,18,0,0,8,1,146.7644709716,118.938106056488,105.056873978152,13.8812320783357,3.9702823115858,2.98555850560063,0.0,12.941710259618,11.836125761092,8.82058114828497,27.826364915112,6.79068376631767,14.0339360908805,7.00174505791382,4.92479542066614,9.77463438951878,14.9289510138219,21970,294,0
24289,Montcaret,51,17,0,2,322,184,99,65,73,1,3,47,5,841.533916557502,635.901022233941,562.064660116348,73.8363621175928,22.3879317540504,4.09014226168155,2.08837635501891,92.2885786693635,45.0611111474004,42.0596876413532,205.632894323561,62.7943813170528,63.2934845006459,79.5450285058625,113.315842912457,22.1163876272008,127.55384959692,20720,1315,0
24290,Montferrand-du-Perigord,0,1,0,0,36,18,17,18,3,0,0,5,0,79.4871794871795,58.6217948717949,48.6858974358974,9.93589743589744,1.98717948717949,0.993589743589744,0.993589743589744,7.94871794871795,8.94230769230769,0.993589743589744,20.8653846153846,0.993589743589744,8.94230769230769,10.9294871794872,9.93589743589744,4.96794871794872,4.96794871794872,18490,136,0
24291,Montignac-Lascaux,97,29,7,4,567,374,210,161,124,2,15,146,27,1452.61307547214,1060.04425672784,895.046947790197,164.997308937648,27.1539730770882,13.9347864886275,8.07445581680519,107.375051352115,93.8151261380028,78.848183684362,392.568818744291,108.765751301542,123.662380935131,160.140686507618,175.089956397904,99.1855397369502,169.299503367618,20110,2521,1
24292,Montpeyroux,17,2,0,0,104,83,36,39,19,0,1,5,3,272.056372394706,217.385634302307,195.260125337842,22.1255089644646,2.79504604146276,0.0,0.976024995937037,19.3244205974379,26.9497031220065,14.5665228154344,54.6707380923996,14.7184198885547,15.0575457166491,24.8947724871958,36.2374282190003,13.3204756326529,41.7623970379769,21020,438,0
24293,Monplaisant,10,2,0,1,88,49,24,23,8,0,1,11,2,173.339220669542,142.756706510071,134.806930047225,7.94977646284653,0.0,0.0,0.0,6.27902490379271,13.8734249185708,5.3286395583458,30.5825141594702,9.03490583640788,15.5926171337618,5.95499118930053,16.4258721747039,15.6975622594818,27.0892688816594,22240,269,0
24294,Montpon-Menesterol,176,51,9,2,1428,731,426,242,181,10,20,140,22,3035.0,2008.0,1643.0,365.0,90.0,10.0,8.0,249.0,162.0,94.0,1027.0,201.0,379.0,447.0,155.0,130.0,410.0,19820,5535,0
24295,Montrem,52,17,1,0,330,137,92,78,29,1,2,17,1,702.0,548.0,504.0,44.0,8.0,0.0,0.0,46.0,62.0,25.0,154.0,55.0,65.0,34.0,25.0,30.0,195.0,21620,1242,0
24296,Mouleydier,36,9,1,2,286,175,102,80,38,0,2,21,2,617.814229989082,482.672006254841,425.097678346813,57.5743279080281,12.3199965107049,1.92085780694623,0.958976981773292,43.4954758266069,54.1284606343356,25.1046447982308,135.142223734241,38.6068863705146,47.4499834541447,49.0853539095821,28.0137513929198,51.6008440210457,98.6848744282953,21060,1087,0
24297,Moulin-Neuf,30,9,0,1,233,89,54,14,7,2,1,9,1,527.197325463929,378.176619949069,314.268158454595,63.9084614944737,18.2692068756914,0.0,0.0,75.0658731820146,7.10492596097921,5.0676573773381,149.02070551486,34.4323313888987,67.9669231302245,46.6214509957368,30.4349228836216,10.1380639284173,30.407365622618,19790,839,0
24299,Mussidan,82,44,7,3,707,351,181,106,116,4,6,84,10,1423.0,980.0,800.0,180.0,46.0,6.0,6.0,106.0,78.0,58.0,443.0,99.0,132.0,212.0,55.0,80.0,180.0,18890,2650,0
24300,Nabirat,17,6,0,1,78,55,28,17,9,0,1,10,3,220.467724166743,176.725178541651,156.171727578067,20.5534509635842,4.81697592993449,0.99439278714401,0.0,17.5947634985829,13.0112496851907,7.00061996209954,43.7425456250921,19.4067788076334,16.53269592863,7.80307088882871,3.81262585376517,8.78458978948522,49.7410990590319,20320,337,0
24301,Nadaillac,8,4,0,0,103,44,35,25,7,0,0,10,2,210.417577069255,166.332126361068,149.932010571476,16.4001157895923,2.05851431813812,0.0,0.0,11.2926436994559,18.4922477051101,4.11356073982631,44.0854507081876,12.3544965923402,19.434155695717,12.2967984201304,5.00366320264902,15.4301589619575,35.9980200269962,21610,314,0
24302,Nailhac,5,4,0,1,67,41,22,27,10,0,0,12,0,163.0,118.0,102.0,16.0,4.0,1.0,0.0,11.0,17.0,6.0,45.0,5.0,22.0,18.0,5.0,15.0,20.0,21050,284,0
24303,Nanteuil-Auriac-de-Bourzac,10,0,0,0,56,38,9,11,10,0,0,3,0,113.914928111544,83.6918469258006,73.4511345795511,10.2407123462496,4.1136543937161,0.0,0.0,13.4067401573993,7.19158920052774,1.03571958690446,30.2230811857436,8.51192702512231,13.3330529836061,8.37810117701513,0.0,20.8668143195244,5.10553804976796,19230,210,0
24304,Nantheuil,31,11,1,1,254,124,73,39,41,1,0,10,4,576.879852528268,429.814965104881,388.858464185204,40.9565009196772,6.96675205329723,1.98950232009884,0.0,45.9330733303205,25.9570566758517,27.0022477936638,147.064887423387,33.7803596041974,70.3456970545151,42.9388307646741,54.996660287846,40.0585956785904,100.113002460155,21490,980,0
24305,Nanthiat,4,1,1,2,67,33,19,8,10,0,0,5,2,135.315783239185,100.975103346261,96.0093958263194,4.9657075199421,0.955819132630661,1.08152088073471,0.0,16.9449584243585,4.13559013541549,4.78639365595065,34.3406798929231,3.94509674789213,21.2333753809886,9.16220776404234,5.08364620657703,15.2703462734039,14.660082514877,20640,255,0
24306,Nastringues,4,3,0,0,20,20,9,13,4,0,0,3,0,77.4220887796585,51.6147258531057,45.4137132547261,6.20101259837964,1.03350209972994,0.0,1.03350209972994,7.20432513141393,8.26801679783952,2.06700419945988,25.8073629265528,6.17082303168399,11.3685230970293,8.26801679783952,5.1675104986497,5.1675104986497,10.3350209972994,21150,110,0
24307,Naussannes,19,1,0,1,54,40,20,14,14,0,0,5,0,143.288388547035,104.183591697601,90.1829894791883,14.0006022184124,0.0,0.0,0.0,5.49171281307957,5.79545628370929,6.6349710926183,39.1047968494339,17.4010184387913,11.2972983836272,10.4064800270154,5.57503113417605,0.0,16.0467484454147,19000,225,0
24308,Negrondes,30,10,4,0,211,119,63,37,11,0,3,22,4,468.87636647589,359.299974277082,320.395850600747,38.9041236763352,8.07428812812544,0.0,2.03392122364947,34.0385529317272,24.7334913549116,6.99642130925836,109.576392198807,35.7679340921013,48.7718490797265,25.0366090269794,39.712564962941,34.5241524263821,89.3962269741309,21050,787,0
24309,Neuvic,94,57,4,4,929,473,184,105,75,7,8,58,6,2131.63981349572,1246.11864926341,1052.49422145566,193.624427807751,48.3447276924261,4.02933536076348,3.03380197732426,150.28380993364,76.6336892831257,54.4774577523111,885.521164232311,118.740303170427,211.37880643185,555.402054630034,105.868764918145,85.774171294787,257.375890858555,20290,3099,0
24311,Nontron,107,43,13,0,637,367,148,124,102,8,16,144,6,1627.21523191578,1201.84890926219,1027.9422768528,173.906632409391,35.6927340414255,10.8006806185864,3.91002143730876,171.142234679576,86.1097911147757,72.179818111324,425.366322653586,119.026261782121,159.160301375657,147.179759495809,137.474204035336,115.64248768285,156.119070536237,20390,2921,0
24312,Sanilhac,174,79,10,10,1012,647,478,342,234,7,15,125,16,2832.72693355088,2185.43004376737,2009.46864651317,175.961397254208,26.2326238277003,10.0923625768068,6.03547092374157,152.926189475679,267.204989792292,166.917021057024,647.296889783509,226.755124293871,253.100148440572,167.441617049067,187.433506339737,248.477788589865,704.370778958473,22730,4561,0
24313,Orliac,1,3,0,0,15,3,5,3,1,0,0,2,1,32.0,25.0,23.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,3.0,1.0,3.0,10.0,5.0,0.0,s,s,0
24316,Parcoul-Chenaud,22,19,1,0,223,103,54,34,31,0,0,12,3,452.837387297127,322.780292527742,280.424976326676,42.3553162010665,3.02356548865291,1.00633363290028,3.0258684880032,27.1936541225357,23.209717500373,18.1574880468818,130.057094769385,36.1904098368076,47.5015139570823,46.3651709754953,30.1941991353542,5.05451699469638,55.5198584373288,19360,735,0
24317,Paulin,5,5,0,0,74,39,21,14,9,0,0,8,0,150.0,105.0,92.0,13.0,2.0,4.0,0.0,7.0,7.0,2.0,45.0,9.0,25.0,11.0,5.0,5.0,15.0,19990,239,0
24318,Paunat,8,4,0,0,77,60,20,21,21,0,0,15,0,174.0,126.0,111.0,15.0,1.0,1.0,0.0,3.0,13.0,11.0,48.0,11.0,18.0,19.0,0.0,0.0,10.0,20980,315,0
24319,Paussac-et-Saint-Vivien,10,1,0,0,128,67,46,26,10,0,1,5,3,253.215000316879,200.207583357195,186.01973725739,14.1878460998051,0.0,0.0,0.0,11.3447444862184,17.6034411912011,5.19364036101503,53.0074169596845,8.34962195850798,25.1705093898463,19.4872856113302,25.845833519961,0.0,41.2550588318706,20660,461,0
24320,Payzac,35,11,1,3,207,138,67,43,30,0,2,17,6,518.100672493704,370.091486143666,339.332262607951,30.7592235357148,4.95808104139437,2.96981969570507,1.98577453818587,38.7894994490916,23.7954870702284,13.8659955069386,148.009186350039,39.8993980164538,61.266981916709,46.842806416876,49.5637476303738,4.920225787596,54.3055421753306,18660,878,0
24321,Pazayac,24,14,1,0,211,110,73,38,25,0,2,22,2,534.920245590059,399.990450931905,375.828004523226,24.1624464086787,3.58408844907956,2.18438778004687,0.0,50.8569826789928,31.366776834998,20.9030446671848,134.929794658154,29.4186247992181,38.0232248730239,67.4879449859123,46.2215808882977,36.7642383599405,81.4884496741972,21190,668,0
24322,Perigueux,883,2076,77,310,5281,4145,2409,2470,2098,60,116,1148,117,18618.8589004182,13391.4648578017,11039.0257693065,2352.43908849527,444.820405308907,147.851116993499,89.1717884460698,1095.01088493606,1851.84400896929,1651.61724441489,5227.39404261646,2122.61048672804,1091.50359639686,2013.27995949156,778.972148226125,1852.34645438895,3231.32785337536,20370,26464,1
24323,Petit-Bersac,8,1,0,0,51,38,13,7,9,0,0,4,2,100.363636363636,80.6844919786096,73.7967914438503,6.88770053475936,0.0,0.0,0.0,4.91978609625668,6.88770053475936,4.91978609625668,19.6791443850267,5.90374331550802,7.8716577540107,5.90374331550802,4.91978609625668,0.0,14.7593582887701,21820,175,0
24324,Peyrignac,21,4,0,0,143,77,42,38,14,0,1,10,0,319.258609175617,250.757330080029,219.526514375928,31.2308157041002,4.02439645918597,0.0,2.01485275976195,18.0963692684376,25.218224595929,11.0818324771706,68.5012790955882,23.2784107782009,24.0395432200373,21.18332509735,25.3198074760175,25.212773386932,55.2761478137069,20960,510,0
24325,Pechs-de-l'Esperance,19,5,1,1,234,111,51,37,25,0,0,18,1,452.874429368974,333.429656338003,279.606877006812,53.822779331191,9.08059969984963,2.03805115747411,1.01908506778596,43.3811536214819,17.8650646145351,18.414629722368,119.444773030971,22.1796716631794,64.9989476847036,32.2661536830882,30.9501554964978,9.75526979539554,71.2624617703096,19550,684,0
24326,Peyzac-le-Moustier,4,2,0,0,41,40,10,16,18,0,0,6,1,110.0,81.0,67.0,14.0,0.0,1.0,3.0,2.0,8.0,15.0,29.0,4.0,17.0,8.0,15.0,10.0,15.0,17390,165,0
24327,Pezuls,1,0,0,1,39,12,10,14,12,0,0,2,0,59.8032786885246,46.1639344262295,36.7213114754098,9.44262295081967,1.04918032786885,3.14754098360656,1.04918032786885,5.24590163934426,5.24590163934426,4.19672131147541,13.6393442622951,1.04918032786885,8.39344262295082,4.19672131147541,5.24590163934426,20.983606557377,15.7377049180328,25540,104,0
24328,Piegut-Pluviers,19,10,2,1,297,172,63,58,32,0,6,42,3,565.0,412.0,355.0,57.0,13.0,2.0,1.0,50.0,36.0,21.0,153.0,24.0,75.0,54.0,95.0,35.0,55.0,19610,1144,0
24329,Le Pizou,55,12,0,1,374,191,81,50,30,0,1,20,1,757.01036585705,577.814816647494,507.527891750499,70.2869248969945,14.2087512062927,2.66436068582397,2.84832086803071,74.2147948395883,36.349397524377,18.2722208873807,179.195549209557,53.4288163169768,59.6658483852223,66.1008845073576,43.0083439250679,23.4568610622126,79.7870084164004,19690,1320,0
24330,Plazac,18,9,0,2,107,110,72,100,79,0,0,16,1,377.429988354628,262.351049960609,221.560923276035,40.7901266845734,1.91050039075507,7.86420682395574,7.77448408946294,14.9056608692991,40.5423805313531,43.9720095991052,115.07893839402,18.9178068916295,34.385471572098,61.7756599302922,38.4242578945571,49.7604811018526,79.0906819120214,19360,613,0
24331,Pomport,31,8,1,2,141,111,87,68,37,0,2,27,3,446.951510568104,348.377966473505,321.936300037003,26.4416664365024,4.87516958585309,2.91528980110051,0.0,20.6101025784406,41.4568632500956,27.6617656839891,98.5735440945994,32.0392815852248,38.9648998716199,27.5693626377547,39.1038151642395,34.0877062952383,84.002550215457,22290,731,0
24334,Pontours,10,3,0,0,56,27,28,9,6,0,0,1,0,108.328077795869,80.0801425713178,74.4882291230926,5.59191344822527,1.9013179503746,0.950658975187299,0.0,5.67659763138245,4.67033729119007,2.79553788766846,28.2479352245509,12.4228282287453,12.021607795851,3.80349919995458,13.9776894383423,0.0,14.1272918935446,23340,190,0
24335,Port-Sainte-Foy-et-Ponchapt,99,31,7,3,547,342,181,140,126,3,10,65,7,1235.61807649953,872.046142013694,758.882426242092,113.163715771602,26.5277553066185,6.91833057228149,3.94751290630901,109.883534820474,79.8619470437516,52.2643127802894,363.571934485837,107.948887049542,104.013888464199,151.609158972096,108.294859938346,84.1659579585471,162.557959925064,19780,2310,0
24336,Prats-de-Carlux,16,5,0,0,127,67,43,22,10,1,1,11,1,340.558672642858,233.242716187685,201.777238147793,31.4654780398915,3.93308906846354,1.97398459874588,0.0,22.0333565429746,16.0168575328885,7.02987842532924,107.315956455173,16.7889841188796,50.3927109833257,40.1342613529679,20.2009139637931,19.8344096587907,40.3106348546113,21900,471,0
24337,Prats-du-Perigord,5,0,0,0,32,15,12,7,3,0,0,5,0,78.9189189189189,58.2027027027027,50.3108108108108,7.89189189189189,0.0,0.0,0.0,9.86486486486486,4.93243243243243,0.0,20.7162162162162,4.93243243243243,7.89189189189189,7.89189189189189,34.527027027027,0.0,4.93243243243243,17480,125,0
24338,Pressignac-Vicq,19,0,0,0,115,72,47,19,16,0,0,8,3,241.358905267388,174.476900218528,148.660244732011,25.8166554865167,1.8315072434599,0.941007867885596,0.0,13.7467713811249,8.53709311771746,9.63822088000268,66.8820050488598,18.1213253465539,30.9535913221156,17.8070883801902,18.103964379043,9.94381166018803,43.4717410314758,20800,423,0
24339,Preyssac-d'Excideuil,5,1,1,2,43,16,10,3,4,1,0,4,1,88.7171052631579,63.9144736842105,57.2368421052632,6.67763157894737,1.90789473684211,0.0,0.0,7.63157894736842,1.90789473684211,2.86184210526316,24.8026315789474,4.76973684210526,16.2171052631579,3.81578947368421,4.76973684210526,4.76973684210526,4.76973684210526,20340,144,0
24340,Prigonrieux,135,58,5,12,1012,567,375,229,182,3,10,79,10,2254.26511541369,1565.76699832238,1390.76258628897,175.004412033412,24.0318764754114,7.68823966136524,10.5904079001064,104.38650245456,149.030691573998,112.606110840822,688.498117091311,161.528052444239,218.430083675373,308.5399809717,120.068354255179,106.206418209518,365.571478922746,21840,4154,0
24341,Proissans,43,6,0,0,264,156,88,73,41,0,1,17,6,639.801737136499,482.22382954753,421.520461960026,60.7033675875044,6.15533105144771,3.11316790446721,4.08336305593834,35.0213888522391,46.5873985851999,20.6705418833414,157.577907588969,48.0596159547199,67.6223711968323,41.8959204374168,46.4437978488746,52.1080947261808,82.8330933646034,21070,1002,0
24345,Queyssac,20,5,0,0,94,74,55,39,44,0,0,6,0,265.799769960354,205.871125192297,188.301137240746,17.5699879515504,2.68103787894423,0.948828130144147,0.985033717339745,10.0411769090949,25.5873088989678,29.4554516313036,59.9286447680569,17.7924191499822,28.4404213126461,13.6958043054285,26.2853967870358,32.0698621109407,54.2163860168904,22220,491,0
24346,Quinsac,7,4,1,0,97,46,34,16,7,0,1,6,0,211.0,163.0,146.0,17.0,2.0,1.0,1.0,16.0,12.0,4.0,48.0,10.0,24.0,14.0,15.0,5.0,20.0,19470,386,0
24347,Rampieux,5,1,0,0,40,18,8,9,4,0,0,7,1,78.0,64.0,62.0,2.0,2.0,0.0,0.0,5.0,4.0,1.0,14.0,5.0,4.0,5.0,0.0,0.0,0.0,18600,120,0
24348,Razac-d'Eymet,12,2,0,0,58,51,28,30,17,0,0,13,1,179.0,127.0,110.0,17.0,2.0,2.0,0.0,5.0,17.0,10.0,52.0,13.0,22.0,17.0,15.0,5.0,10.0,19250,321,0
24349,Razac-de-Saussignac,11,12,0,1,95,60,37,22,14,0,0,12,2,217.0,157.0,136.0,21.0,2.0,2.0,1.0,10.0,16.0,7.0,60.0,22.0,21.0,17.0,10.0,10.0,40.0,20970,346,0
