COM,Nom Commune,NTLBIN,P20_SCOL1824,P20_SCOL2529,P20_NSCOL15P_SUP2,ETTEF5021,ETTEF1021,ETTEF021,P20_POP1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP5,P20_ETUD1564,P20_RETR1564,C20_ACT1564_CS4
40124,Herre,0,1,0,6,0,0,0,89.0,2.0,0.0,9.0,8.0,5.0
40125,Heugas,0,12,1,152,0,0,3,806.946134181919,1.01327181277226,3.03984928746181,52.4921281066685,98.8226634103352,187.343229702299
40126,Hinx,0,16,3,160,0,3,7,1072.76335281915,16.9970392588366,2.00547547891846,79.6874085351924,115.091564526303,215.197876804755
40127,Hontanx,0,12,0,47,0,0,2,357.795800399501,2.12162350628895,0.0,24.6919603848585,28.8661925345269,97.0448467813512
40128,Horsarrieu,0,4,0,71,0,0,2,378.69026702299,4.00898615892706,0.0,16.8462086485109,39.7969525271664,87.0015225136146
40129,Josse,0,15,1,96,1,3,4,565.924670851221,4.5794616562314,0.906150809947389,44.4182628660737,41.2746113675234,104.830301710813
40130,Labastide-Chalosse,0,0,0,17,0,1,1,90.0,1.0,2.0,5.0,12.0,5.0
40131,Labastide-d'Armagnac,0,2,1,40,1,0,9,332.604490368372,4.9432464024646,2.01045459362055,8.90116518194614,41.2723659447474,50.1585889212661
40132,Labatut,0,24,0,117,2,5,4,827.853959788318,16.9236924572339,1.03027967359584,62.1784854320434,66.9562988190629,119.419528423839
40133,Labenne,0,124,11,750,7,12,32,4246.06052706613,62.8896668229855,26.385435544662,356.092733232258,308.663947764335,998.699570565392
40134,Labouheyre,0,39,2,118,2,16,6,1627.61695514062,70.8293182699103,2.92489112053051,108.136492938657,122.631378121333,213.160857828684
40135,Labrit,0,23,2,65,1,2,2,457.325066321196,2.92202390404749,0.0,44.0469908190077,43.7911431697646,81.3184948149016
40136,Lacajunte,0,3,0,14,0,0,0,98.9019607843137,0.0,0.0,8.15686274509804,7.13725490196078,0.0
40137,Lacquy,0,2,0,40,0,1,2,165.0,1.0,2.0,10.0,13.0,35.0
40138,Lacrabe,0,1,0,23,0,0,0,168.150712631665,0.980356372001399,0.0,6.07054051852488,19.8605318508293,35.5265076366101
40139,Laglorieuse,0,14,1,64,1,0,2,350.087002316323,0.0,2.00492818053113,23.019013480878,50.8462194159076,65.248399882603
40140,Lagrange,0,0,0,7,0,1,2,101.117647058824,3.06417112299465,0.0,4.0855614973262,12.2566844919786,20.427807486631
40141,Lahosse,0,2,0,20,0,0,0,165.982477692362,1.88141883973333,0.0,6.63374982559727,16.0966704795852,24.9564143873002
40142,Laluque,0,18,1,99,0,2,4,647.457336703904,10.3252642408154,1.03780467053441,50.4828074051492,51.5826744686941,133.891374850582
40143,Lamothe,0,4,0,18,0,1,1,179.229242945585,0.893583282227082,1.00563788278811,10.5546266740994,21.0993916482889,24.7970035879277
40144,Larbey,0,3,0,27,0,0,0,144.0,4.0,0.0,9.0,24.0,15.0
40145,Larriviere-Saint-Savin,0,5,2,52,0,1,1,331.0,2.0,2.0,22.0,42.0,55.0
40146,Latrille,0,5,0,13,0,0,0,102.09375,1.03125,0.0,5.15625,13.40625,10.3125
40147,Laurede,0,3,0,29,0,0,2,229.197953412306,1.97612915801815,1.00701278075497,17.7604288027026,23.1116811390532,19.7612915801815
40148,Lauret,0,2,0,11,0,0,0,45.3411764705882,1.92941176470588,0.0,0.964705882352941,0.0,4.82352941176471
40149,Lencouacq,0,4,1,43,1,0,3,210.312690993952,3.96247348406007,0.0,17.2378620569332,28.0393049548955,28.9893448996689
40150,Leon,0,12,0,174,2,3,33,1086.16273693278,21.9158278295185,8.11401752712708,58.186429751642,140.75985265728,166.171957199864
40151,Lesgor,0,3,0,41,1,0,1,265.30899581699,2.02521116867741,0.0,18.7126342537938,18.4831108717554,64.9748745217089
40152,Lesperon,0,17,0,72,2,4,1,605.498432966314,11.9402788759377,2.91323331759609,38.3023272540032,65.4197287675625,54.059299384168
40153,Le Leuy,0,3,0,22,0,0,0,136.0,0.0,0.0,11.0,7.0,15.0
40154,Levignacq,0,3,2,29,0,1,1,170.621631748546,2.06055427176533,0.0,5.46777612720639,24.7716282338957,35.1050218907486
40155,Linxe,0,13,1,137,1,1,5,864.0,8.0,12.0,63.0,100.0,120.0
40156,Liposthey,0,5,0,35,2,2,0,355.237231597321,2.12386739305635,3.19465554487061,29.4321014479089,21.408297703248,42.5240542792575
40157,Lit-et-Mixe,0,8,1,155,1,5,27,902.0,10.0,7.0,47.0,111.0,145.0
40158,Losse,1,3,0,14,1,1,2,144.591940372849,2.96564672175352,2.99683171064527,6.74065111504242,22.1629569514924,0.0
40159,Louer,0,6,0,27,0,0,0,205.870278692407,1.86436561133684,0.0,12.0532846617665,15.7414928612371,33.7261234791098
40160,Lourquen,0,3,0,11,0,0,1,111.0,2.0,0.0,7.0,14.0,35.0
40161,Lubbon,0,1,0,3,0,0,2,41.9867078971007,0.0,0.0,0.0,3.92985152591971,9.75816830030282
40162,Lucbardez-et-Bargues,0,3,0,48,0,1,2,352.934240101379,2.08321536327141,0.0,29.3502328323155,30.967924799645,88.6837610551488
40163,Lue,0,4,0,38,0,0,0,344.835792461895,2.86472570797711,0.936321005787018,19.5345042718121,33.7022860950458,60.6945778182314
40164,Retjons,0,4,1,31,0,0,3,214.638041950873,2.97146193820863,3.01301706433675,16.0111214613393,12.961118532457,36.1752659659898
40165,Luglon,0,5,1,31,0,0,1,222.0,4.0,1.0,13.0,23.0,35.0
40166,Lussagnet,0,1,0,8,1,0,0,49.0,1.0,0.0,3.0,3.0,5.0
40167,Luxey,0,11,0,35,1,1,1,328.0,2.0,0.0,21.0,41.0,45.0
40168,Magescq,0,36,8,222,2,9,4,1527.44877382201,16.3739432878336,2.18172164246027,88.8233489346255,103.426300391684,262.350973454026
40169,Maillas,0,3,0,15,0,0,0,68.544,1.008,0.0,5.04,4.032,10.08
40170,Mailleres,0,1,0,18,0,0,1,130.0,1.0,0.0,16.0,12.0,25.0
40171,Mano,0,2,0,5,0,0,0,69.4736842105263,1.05263157894737,0.0,4.21052631578947,6.31578947368421,10.5263157894737
40172,Mant,0,1,0,21,0,0,0,156.646311306637,2.99698859048783,0.975342908655537,15.2095031819134,11.6362154030524,19.9402765885361
40173,Marpaps,0,4,0,16,0,0,1,88.3642857142857,0.0,0.0,5.95714285714286,2.97857142857143,29.7857142857143
40174,Mauries,0,1,0,3,0,0,0,47.0,0.0,0.0,4.0,4.0,5.0
40175,Maurrin,0,7,2,53,0,0,2,264.136160963385,3.0511548962276,0.0,16.9978378328011,18.5836571356246,60.6533335491896
40176,Mauvezin-d'Armagnac,0,0,0,6,0,1,0,36.989247311828,0.0,0.0,1.8494623655914,2.7741935483871,4.62365591397849
40177,Maylis,0,3,0,31,0,0,1,190.301894902232,1.86898277366127,0.0,10.2246670161625,22.9364622984263,38.7595061478163
40178,Mazerolles,0,10,2,72,0,1,3,380.146573754686,1.94668663433255,2.92230939507914,34.6715109930575,37.1515984226554,95.6070727178732
40179,Mees,0,31,2,195,1,10,5,1139.95312214348,15.3887476367557,5.03277088414287,87.8331260494745,115.377944547229,300.551585038228
40180,Meilhan,0,13,1,113,0,0,4,693.962795676692,6.87339259761402,3.0494506096257,54.6484273090881,70.7442393008399,105.994972193127
40181,Messanges,0,13,1,124,0,3,36,576.619452768501,6.04579324645498,6.14592986272533,39.6761137325796,47.6480984868958,126.57207639088
40182,Mezos,1,3,0,46,0,3,4,437.698640964793,3.74610778575282,0.0,28.9767956469462,55.2727742004522,54.1619204874684
40183,Mimbaste,0,12,0,75,0,1,3,577.037069094809,4.56949127209814,1.98697274516507,39.4786735827441,57.488380333017,69.4543980883149
40184,Mimizan,1,79,6,548,11,15,109,3913.55949923785,88.3406294385664,25.0781226088438,236.404869049883,443.568968694034,590.076302863534
40185,Miramont-Sensacq,0,6,0,26,0,0,1,200.72671588824,4.92397861582106,1.02119934506646,11.1658108078037,14.1846919470511,35.4911045480008
40186,Misson,0,11,0,78,1,0,1,515.46866567927,5.0709801181274,2.02806412435055,36.4810527016952,47.7473265413141,76.0727083801029
40187,Moliets-et-Maa,0,10,1,148,0,8,42,708.696814177239,9.05672676191266,2.7306778115131,47.6479393227319,77.0279440395782,107.016492985716
40188,Momuy,0,9,0,38,0,0,0,284.531730092337,1.03074666307651,2.06149332615303,23.5791895220039,25.8645330488209,25.797023599224
40189,Monget,0,3,0,7,0,0,0,44.4578313253012,0.0,0.0,1.97590361445783,6.91566265060241,4.93975903614458
40190,Monsegur,0,4,1,27,0,1,0,238.855994052723,4.98508464643389,1.01198210688823,20.7905737246696,18.7544680187194,55.8304391182516
40191,Montaut,0,12,2,61,1,0,1,378.180877272798,1.99532307276242,0.980488211700861,36.3816054775701,42.5057015655597,90.0035648205566
40192,Mont-de-Marsan,0,1080,108,2921,72,114,82,19115.6990445683,419.846877678244,94.5259394168203,1743.28990743792,1349.05812824244,3528.57737354037
40193,Montegut,0,0,0,6,0,0,0,44.9577464788732,0.0,0.0,5.35211267605634,1.07042253521127,0.0
40194,Montfort-en-Chalosse,0,13,1,90,4,5,8,614.109322202332,9.20958956837532,3.09323704006415,64.1732548965967,60.1030239030028,102.254325378771
40195,Montgaillard,0,14,0,36,0,0,2,370.028510173121,3.89495826958843,1.97405574413946,28.6643238592795,30.339309664422,49.6504356726852
40196,Montsoue,0,3,0,52,0,0,1,333.326315705545,1.06436034276628,1.00891855992376,22.3177865878462,34.4982584732016,44.394370344918
40197,Morcenx-la-Nouvelle,1,88,3,252,4,17,16,2733.48034253404,59.465561861338,9.76430174190623,219.38284079215,278.16605983066,356.121194789701
40198,Morganx,0,3,0,13,0,0,0,108.0,4.0,0.0,9.0,16.0,15.0
40199,Mouscardes,0,0,0,28,0,1,2,151.009063713008,0.896756392738807,0.0,4.22474768170363,15.9870506098844,5.21372786170395
40200,Moustey,0,4,1,37,2,0,1,417.60692136209,10.3666987645598,0.0,19.8637504222326,42.6983263796824,48.6158653425558
40201,Mugron,1,42,1,87,3,5,8,700.11352048016,7.08827967522746,0.973154084626143,62.3453989454751,75.6514762577152,92.8870089832728
40202,Narrosse,0,56,5,284,3,7,8,1869.91924627848,16.0299398916922,6.36739344346105,161.900112788653,160.47703119688,287.083864351138
40203,Nassiet,0,6,0,28,0,0,0,183.583264954947,3.9398714520066,0.0,10.543435262074,16.1747581146687,44.0243582761296
40204,Nerbis,0,6,0,25,0,0,1,171.586865205633,1.01067650823672,1.00289990546514,14.9819430427227,21.1931002618848,25.0733975070864
40205,Nousse,0,4,0,20,0,0,0,152.951923375585,3.01659604674478,1.9308795425555,16.5055702699148,17.5387525848565,20.3717342796987
40206,Oeyregave,0,4,0,31,0,1,0,193.528830667705,3.77606971593205,0.924210653380137,13.9422177389403,12.028438102085,14.7951834501343
40207,Oeyreluy,0,102,2,158,1,3,3,959.810097213692,6.87637698339111,3.00614949056722,117.811354159883,69.8612913375631,168.836216183345
40208,Onard,0,5,0,29,0,0,0,224.887578372635,0.98161717928466,1.91789243417977,13.1615730566017,22.4430802779977,50.8341323170763
40209,Ondres,0,126,12,652,1,4,11,3432.19560678041,17.3916699766836,22.3648448110772,290.436730539459,257.259050031366,713.216828019164
40210,Onesse-Laharie,0,13,0,65,0,3,10,547.246418460455,9.19448587602009,3.01808866165284,38.449716189491,62.8228487355436,56.4694199244427
40211,Orist,0,8,0,72,0,2,3,459.848200082745,8.31436721256334,2.10447970822199,32.6528564094989,42.8833498876135,118.622242360552
40212,Orthevielle,0,20,1,88,0,1,2,593.767794427679,9.66158587135827,0.0,43.1835410328013,57.2318800663894,74.7004582687883
40213,Orx,0,6,0,72,0,3,1,393.190520674881,1.98361310000415,1.83630570797571,32.5898596464156,38.8545589414991,71.0177015665143
40214,Ossages,0,6,1,51,0,0,0,287.0,6.0,1.0,14.0,34.0,25.0
40215,Ousse-Suzan,0,2,1,28,0,0,0,182.727085443464,0.98158118278835,0.0,8.83684747281648,24.3258106479599,29.8768113679735
40216,Ozourt,0,4,0,13,0,1,2,117.611940298507,1.96019900497512,0.0,7.8407960199005,5.88059701492537,24.5024875621891
40217,Parentis-en-Born,0,78,3,731,12,16,21,4044.43505361992,36.4698773604013,17.3791680711231,298.958433095431,361.524667317314,860.65158284572
40218,Parleboscq,0,4,0,41,0,0,3,263.648912302069,4.17773243214903,2.111961466671,17.1518351268117,23.0551892682193,31.4484694941002
40219,Payros-Cazautets,0,2,0,12,0,0,0,61.5754716981132,0.0,0.0,8.07547169811321,4.0377358490566,15.1415094339623
40220,Pecorade,0,0,0,10,0,1,1,80.7555555555555,0.0,0.0,3.06666666666667,10.2222222222222,5.11111111111111
40221,Perquie,0,6,0,25,0,0,1,178.130644236193,0.0,0.0,15.8874774821653,9.32695566423181,45.6066814181426
40222,Pey,0,16,0,75,0,1,5,466.870724245895,0.886672894636309,3.57765642597119,30.5956516266468,27.4718078163957,107.638717361749
40223,Peyre,0,9,1,17,0,0,0,140.661157024793,0.0,0.950413223140496,13.3057851239669,17.1074380165289,28.5123966942149
40224,Peyrehorade,0,84,3,286,8,13,12,2004.0,40.0,7.0,172.0,157.0,320.0
40225,Philondenx,0,3,0,19,0,1,1,117.185185185185,0.0,0.0,11.4074074074074,15.5555555555556,15.5555555555556
40226,Pimbo,0,3,0,18,0,0,1,122.382775119617,2.91387559808612,0.0,3.88516746411483,18.4545454545455,24.2822966507177
40227,Pissos,0,14,0,97,1,4,9,834.0,13.0,3.0,47.0,93.0,150.0
40228,Pomarez,0,13,0,137,1,9,6,867.996258196577,13.1051948478266,3.03689932323102,56.5922160022074,91.5323296333113,131.765259964322
40229,Pontenx-les-Forges,0,19,2,168,1,5,3,990.639809723791,13.3078978995988,3.07677348269405,63.4011077935793,99.5508765961822,143.437783736345
40230,Pontonx-sur-l'Adour,1,60,5,286,3,8,9,1751.05117579989,26.3062745936207,4.036615136941,131.996430574021,173.317842469078,353.961108569233
40231,Port-de-Lanne,0,19,1,105,0,2,5,700.0,10.0,3.0,52.0,58.0,115.0
40232,Poudenx,0,4,0,11,0,0,0,124.0,3.0,0.0,4.0,15.0,15.0
40233,Pouillon,0,45,4,303,2,5,7,1763.4852801347,22.9046723814913,5.83337234827553,132.287259361119,171.069254511581,263.364086820711
40234,Pouydesseaux,0,14,0,75,1,1,3,584.964637067021,12.8974261739146,1.02389790899963,44.9393514204758,49.7527585938103,133.985044436124
40235,Poyanne,0,12,0,73,0,0,0,420.04903682823,1.93591459444798,0.0,33.7437403323665,30.9088814528691,25.170751438393
40236,Poyartin,0,7,0,69,0,0,1,461.917477802158,3.94568935293769,0.0,33.8667886134124,45.9727874220738,54.7066971773727
40237,Prechacq-les-Bains,0,14,0,64,0,0,1,464.382327642434,0.0,0.0,29.7577021322898,29.6508004598171,61.57975085322
40238,Pujo-le-Plan,0,7,0,67,0,1,1,376.729832717559,8.65475305903842,0.0,25.9787974769769,57.0488569041406,34.5911557145488
40239,Puyol-Cazalet,0,3,0,12,0,0,0,58.3177570093458,0.0,0.97196261682243,5.83177570093458,5.83177570093458,4.85981308411215
40240,Renung,0,15,1,51,0,1,2,330.0,1.0,0.0,21.0,34.0,80.0
40242,Rimbez-et-Baudiets,0,1,0,11,0,0,1,58.0,1.0,1.0,3.0,1.0,5.0
40243,Rion-des-Landes,1,35,2,223,4,5,8,1766.07570335091,31.5355876461737,2.034936100315,120.767478189509,170.438939570434,244.301008343055
40244,Riviere-Saas-et-Gourby,0,24,0,127,0,3,3,850.604713925869,8.67828622423006,3.28935924864861,63.2013070234593,61.0431011795644,206.312092742212
40245,Roquefort,0,19,1,174,2,11,4,1061.54272841685,19.3809004513708,0.0,72.9622039970069,99.3791109110776,198.510978788434
40246,Sabres,0,24,0,88,4,2,6,679.266613280225,24.6522815205942,2.98362106494955,46.6788602148173,69.6006719311389,103.292762235049
40247,Saint-Agnet,0,2,0,12,0,0,2,114.718232044199,0.0,0.988950276243094,7.91160220994475,10.878453038674,29.6685082872928
40248,Saint-Andre-de-Seignanx,0,30,1,192,0,3,4,1157.55655409468,5.20409395235112,2.11895063863634,82.3786133105252,107.945386512476,192.650719220847
40249,Saint-Aubin,0,2,0,37,0,0,4,298.418749117266,5.2823198225421,1.90014122882151,18.9141036576964,27.19937882868,35.830343386061
40250,Saint-Avit,0,9,2,89,2,15,9,446.034231283809,1.02198246699278,2.06566687764756,25.8127023482727,59.6930419312212,93.0200428378728
40251,Saint-Barthelemy,0,8,0,40,0,0,0,263.52594545157,0.0,0.0,20.7397288414712,17.2404320975463,54.5274550875058
40252,Sainte-Colombe,0,10,0,73,0,0,1,403.42342664893,8.96815351634189,0.0,28.7966097595978,38.5773413147847,90.5745290691248
40253,Saint-Cricq-Chalosse,0,6,0,59,0,0,2,382.363483497895,6.03539904921532,2.01269320048256,35.2296759232809,44.2578052117222,75.4617554217129
40254,Saint-Cricq-du-Gave,0,5,0,31,0,0,2,235.0,4.0,1.0,9.0,20.0,40.0
40255,Saint-Cricq-Villeneuve,0,6,2,47,0,0,2,290.721371735019,2.99162019424377,1.01391609537013,27.1717429086023,26.3130467731863,35.1144086542276
40256,Saint-Etienne-d'Orthe,0,8,0,62,0,2,0,426.99066030134,4.06387169296045,0.0,32.1628620175115,28.8780922964096,91.0720807215072
40257,Sainte-Eulalie-en-Born,0,12,1,130,0,2,6,753.439602957232,8.33261823773103,1.77916261241075,54.9860594773953,79.5253405506324,117.01968139305
40258,Sainte-Foy,0,2,2,29,0,0,0,167.335968379447,0.99604743083004,0.0,12.9486166007905,11.9525691699605,19.9209486166008
40259,Saint-Gein,0,2,0,42,0,0,3,258.221185774489,2.97627391886053,0.0,23.255352410257,22.0807416383066,49.772391913028
40260,Saint-Geours-d'Auribat,0,7,0,40,1,0,0,233.489160195177,3.00811457228239,0.0,14.8218672669676,19.1830022983043,55.4077075758
40261,Saint-Geours-de-Maremne,1,29,5,245,11,15,5,1737.99455293486,17.3629322836383,5.144464247296,123.792469670566,150.359205514331,363.377163504829
40262,Saint-Gor,0,2,0,30,0,2,2,183.0,2.0,0.0,14.0,15.0,30.0
40263,Saint-Jean-de-Lier,0,6,0,36,0,0,0,249.057457414128,1.0131193375361,0.0,21.6480555494247,20.7576789073211,65.8954817139567
40264,Saint-Jean-de-Marsacq,0,29,2,187,0,2,3,1087.24160454299,19.4815463179464,4.39625754156449,88.001578980758,74.1276888837361,217.474551263137
40265,Saint-Julien-d'Armagnac,0,2,1,6,0,0,1,62.5636363636364,0.0,0.0,2.01818181818182,18.1636363636364,10.0909090909091
40266,Saint-Julien-en-Born,1,4,1,159,0,5,42,961.848853335825,6.0449099794781,6.11144116878427,53.8521621357431,101.925623878394,130.884649251822
40267,Saint-Justin,0,7,0,86,0,2,4,565.74449486468,7.04537504962263,0.0,34.0929331048916,53.5023889089869,85.673477265674
40268,Saint-Laurent-de-Gosse,0,11,0,65,0,1,1,427.0,3.0,5.0,30.0,20.0,80.0
40269,Saint-Lon-les-Mines,0,21,1,106,1,4,4,739.027792914609,7.24674926326531,3.14999367631515,70.3727162042795,74.3645253322236,125.448497878004
40270,Saint-Loubouer,0,3,1,29,0,1,2,253.0,2.0,1.0,15.0,20.0,30.0
40271,Sainte-Marie-de-Gosse,0,26,2,112,1,2,1,751.852510925221,11.1637440542245,2.01796773904498,62.6849780620779,61.2303245485836,152.817522806548
40272,Saint-Martin-de-Hinx,0,21,0,175,0,2,8,1057.1525152496,4.09705260819387,5.11124412172525,70.0946468773387,87.3034138924195,235.149921901732
40273,Saint-Martin-de-Seignanx,0,130,11,627,11,26,15,3628.23249910091,20.7359118942483,15.5952038117054,306.564278054254,259.877671252019,655.188742156921
40274,Saint-Martin-d'Oney,0,8,5,141,0,3,2,819.619508588679,5.8810024616363,2.02190130085323,42.7971010143749,71.6168398604577,158.047600985272
40275,Saint-Maurice-sur-Adour,0,10,0,79,0,1,1,381.0,1.0,1.0,27.0,48.0,75.0
40276,Saint-Michel-Escalus,0,1,0,33,0,0,2,177.51890062562,4.88062937115042,2.97983788090123,2.9294742326763,33.9130714072041,35.7809853315801
40277,Saint-Pandelon,0,12,0,75,0,1,1,422.25637750252,7.61946802384064,3.19276175708631,30.5190673931937,37.3646639302971,115.792393721964
40278,Saint-Paul-en-Born,0,3,1,79,0,0,4,555.0,6.0,2.0,28.0,63.0,65.0
40279,Saint-Paul-les-Dax,0,207,9,1179,18,68,28,7822.07416225354,149.934697965272,41.8278210085878,501.099811028018,679.316479855395,1342.73171849001
40280,Saint-Perdon,0,24,1,184,3,2,2,1110.17847862593,13.8378808767198,4.06064677814964,64.3997445942968,89.9265962534288,229.627979576771
40281,Saint-Pierre-du-Mont,1,195,9,1032,16,44,19,6080.9542474408,112.302162847445,18.0571796633205,568.710597478948,463.885771618683,1250.3123434289
40282,Saint-Sever,0,64,6,535,12,22,10,2801.16734236705,19.875009038563,15.6195739552079,227.631234379867,222.668556933131,556.424519624917
40283,Saint-Vincent-de-Paul,0,68,7,359,7,13,3,2021.35368292284,20.0178852419897,12.0007563639073,163.585060953123,172.612671585069,490.184381671742
40284,Saint-Vincent-de-Tyrosse,0,145,11,673,12,31,26,4618.0,71.0,23.0,337.0,308.0,865.0
40285,Saint-Yaguen,0,5,1,51,0,0,0,371.0,0.0,1.0,21.0,39.0,55.0
40286,Samadet,0,22,0,78,1,3,3,637.630100280312,11.3035168788625,0.945394071542692,49.2385386619703,48.3170485794095,140.110548034405
40287,Sanguinet,0,45,3,469,1,2,18,2712.70594572242,22.2255317865649,7.38160910262576,200.81205202542,287.191104632654,535.177889880019
40288,Sarbazan,0,19,2,110,2,2,1,699.973615958,10.7988031617457,0.0,62.8145435389126,69.7080430970602,174.190026755836
40289,Sarraziet,0,5,0,22,0,0,1,147.108333333333,0.0,0.0,10.5833333333333,9.525,10.5833333333333
40290,Sarron,0,0,0,8,0,0,1,63.0,2.0,0.0,6.0,2.0,5.0
40291,Saubion,0,14,1,202,1,2,5,1034.73008780803,6.15882544299946,8.21176931199602,66.695220990137,68.8156903187668,220.699928069731
40292,Saubrigues,0,31,1,153,0,2,2,934.75707014354,9.3193282700248,5.11683256009369,83.9243492890904,69.7621957621109,237.272922801044
40293,Saubusse,0,16,0,122,0,2,5,683.0,16.0,3.0,54.0,58.0,120.0
40294,Saugnac-et-Cambran,0,23,2,136,0,1,1,889.0,7.0,2.0,69.0,85.0,220.0
40295,Saugnac-et-Muret,0,13,1,83,1,3,6,700.287452796959,17.4631462713969,5.52033677799538,51.9717402594415,30.7944899106388,82.4283241611967
40296,Seignosse,0,53,7,437,2,13,72,2319.03619305455,12.0628911181877,42.0690364498509,164.141089321453,178.535469295166,456.484205391275
40297,Le Sen,0,2,0,11,1,1,2,140.621145374449,5.13215859030837,0.0,8.21145374449339,15.3964757709251,25.6607929515418
40298,Serres-Gaston,0,1,0,31,1,0,0,235.0,5.0,0.0,14.0,22.0,35.0
40299,Serreslous-et-Arribans,0,1,0,18,0,0,0,114.958762886598,0.974226804123711,0.0,5.84536082474227,19.4845360824742,14.6134020618557
40300,Seyresse,0,19,2,101,1,1,0,598.870903084938,1.04419303520324,2.08081114067133,54.4847912615326,56.1049212864305,136.871946378953
40301,Siest,0,1,2,14,0,0,0,85.6204379562044,1.00729927007299,0.0,7.05109489051095,6.04379562043796,20.1459854014599
40303,Solferino,0,3,0,28,1,3,2,201.779494275668,6.2344588867978,0.0,17.3007487800854,23.1407329317556,20.5050296475275
40304,Soorts-Hossegor,0,49,4,333,5,35,110,1586.97691330952,3.05449014175596,17.2355585671368,123.128818951869,167.521854940528,338.963315318265
40305,Sorbets,0,1,0,16,0,0,0,113.43654822335,0.969543147208122,0.969543147208122,8.7258883248731,12.6040609137056,24.238578680203
40306,Sorde-l'Abbaye,0,6,0,59,0,0,3,368.471781320883,6.61421573827102,0.0,26.7095026501405,37.261802381218,57.3567387151335
40307,Sore,0,17,0,83,2,3,4,657.678691923458,12.0456034064043,2.99923946273804,52.013663599718,60.2767571234411,90.244734501677
40308,Sort-en-Chalosse,0,11,1,105,0,0,1,495.0,4.0,1.0,46.0,32.0,105.0
40309,Souprosse,0,20,2,77,1,2,5,607.704032158546,13.1091223365054,0.0,44.1084561174261,72.2848026883776,109.020331724648
40310,Soustons,1,105,9,838,10,22,43,4670.84085205332,59.4190847471045,28.2635251767252,317.822265871224,471.750865449595,793.062546165631
40311,Taller,0,15,0,63,0,0,1,418.248007919235,3.2310837826982,5.42065656968981,33.3987317703603,32.5776062140013,48.7660485088243
40312,Tarnos,1,391,27,1240,18,43,18,7996.59145598449,68.5926565332062,37.5300892138836,915.051806921494,596.316455029878,1512.51617127308
40313,Tartas,0,50,3,217,6,10,8,1761.0,54.0,6.0,101.0,156.0,230.0
40314,Tercis-les-Bains,0,17,2,134,1,1,0,779.922301013969,1.93028377419865,6.7559763706245,70.7596157902432,73.9263011515189,168.413500015598
40315,Tethieu,0,13,1,72,0,0,1,457.911882841122,2.01450981632183,1.01430670218639,41.3006595440106,28.4596075914899,107.437337929274
40316,Tilh,0,8,0,73,0,0,1,487.839580502853,2.00416912508522,3.99516527942785,33.8525695510871,43.205123580936,89.9249134679819
40317,Tosse,0,42,4,345,1,7,13,2008.18688393963,9.53076494680111,9.54181186976869,153.628820102223,172.054800698102,423.349752401186
40318,Toulouzette,0,1,0,33,0,0,0,185.72441800892,3.1489088175685,2.13201269820666,16.4494424761763,7.73975711640117,25.8510426334563
40319,Trensacq,0,2,0,31,0,0,1,152.983297750406,1.79840509799153,0.0,7.19718709731339,20.5149051320884,17.8421583478382
40320,Uchacq-et-Parentis,0,3,1,62,1,0,3,369.542373390695,2.98194316068689,0.0,26.6817854356527,29.4914190294177,69.1502604588149
40321,Urgons,0,1,0,16,0,0,1,137.045487347575,3.89543693767088,0.0,3.773049965884,14.8983984801155,42.8060049618265
40322,Uza,0,0,0,28,0,0,0,118.676923076923,0.0,3.12307692307692,8.32820512820513,13.5333333333333,10.4102564102564
40323,Vert,0,4,0,24,0,0,0,140.0,0.0,1.0,12.0,12.0,20.0
40324,Vicq-d'Auribat,0,6,0,19,0,0,0,165.827786093171,3.02290757841241,0.0,15.2040134500535,6.15695962746593,29.6994163035578
40325,Vielle-Tursan,0,0,0,31,0,0,1,155.0,0.0,0.0,7.0,19.0,25.0
40326,Vielle-Saint-Girons,0,11,1,144,2,3,38,785.15835839852,10.2747832044675,6.01756637260348,42.2426707275445,90.0740742115915,200.709934565729
40327,Vielle-Soubiran,0,3,0,14,0,0,1,128.805190066068,0.0,0.0,6.55782014833085,11.1658010192108,14.1379630039934
40328,Vieux-Boucau-les-Bains,0,18,2,206,0,2,64,807.684387051362,3.90573057127603,5.8020920988781,44.5569198387969,84.8069696873242,166.567810799086
40329,Le Vignau,0,7,0,49,0,0,1,290.332924486816,4.84784002702548,0.0,22.1804665098727,24.6527365875564,30.3129022055671
40330,Villenave,0,0,1,29,0,0,1,172.0,1.0,0.0,8.0,21.0,50.0
40331,Villeneuve-de-Marsan,0,25,1,180,3,4,3,1332.50942407655,38.4703346990336,4.00357043157898,106.228501957975,102.90498766513,192.954880769295
40332,Ychoux,0,29,3,186,2,6,6,1336.0,16.0,4.0,103.0,96.0,300.0
40333,Ygos-Saint-Saturnin,0,11,3,93,2,2,4,758.0,14.0,3.0,30.0,93.0,125.0
40334,Yzosse,0,1,0,43,1,4,3,231.540777478143,0.0,1.97697349536691,15.8187142608896,18.8109470818867,29.6690858064507
47001,Agen,1,1667,257,2697,60,156,125,20590.6141226921,608.343970880998,114.427981503113,2142.81387511659,895.785114068077,3549.19750236402
47002,Agme,0,2,0,10,0,0,0,58.6285714285714,0.0,0.0,4.11428571428571,8.22857142857143,10.2857142857143
47003,Agnac,0,3,0,41,0,0,0,223.421704392075,0.891614420417715,0.947072130773337,8.60593984494423,21.9662792670262,31.8108033222485
