COM,Nom Commune,NTLBIN,P20_SCOL1824,P20_SCOL2529,P20_NSCOL15P_SUP2,ETTEF5021,ETTEF1021,ETTEF021,P20_POP1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP5,P20_ETUD1564,P20_RETR1564,C20_ACT1564_CS4
17064,Breuillet,0,24,3,260,0,5,11,1559.64073504936,13.1170169993557,6.05389301983813,105.067516811242,254.191490009778,302.678818151869
17065,Breuil-Magne,0,24,6,198,0,5,2,1084.0,5.0,1.0,89.0,95.0,270.0
17066,Brie-sous-Archiac,0,0,0,27,0,1,2,124.0,1.0,0.0,5.0,6.0,0.0
17067,Brie-sous-Matha,0,3,0,6,0,0,0,105.387283236994,0.994219653179191,0.0,6.95953757225433,6.95953757225433,14.9132947976879
17068,Brie-sous-Mortagne,0,4,0,10,0,2,1,140.22525941017,3.13724584211719,0.0,6.48832057316001,20.4887212076268,5.2864980464751
17069,Brives-sur-Charente,0,2,0,22,0,0,0,131.858369098712,0.991416309012876,0.0,8.92274678111588,8.92274678111588,29.7424892703863
17070,Brizambourg,0,10,3,55,0,2,3,540.254684357504,15.6081600167417,1.03506486038107,41.7395254511951,44.4834218863054,52.000470605089
17071,La Brousse,0,5,0,27,0,1,3,286.325971030817,3.96037949240204,0.0,14.8563486545651,17.9430659002079,39.7036275472552
17072,Burie,0,14,2,83,1,4,5,768.467600156944,14.5330723716643,1.00824433987212,45.1362315696312,52.3199911085516,103.140480092871
17073,Bussac-sur-Charente,0,15,1,110,0,0,1,738.0,10.0,2.0,41.0,88.0,165.0
17074,Bussac-Foret,0,18,0,56,2,3,3,668.281925198088,19.440314383027,1.02200372090801,45.1011003115855,50.9334591083191,66.4148467300201
17075,Cabariot,0,16,2,121,0,3,4,871.813717842796,12.3063204783681,1.02055467563382,70.6219852453292,86.4832788163076,107.895620476708
17076,Celles,0,7,0,17,0,2,1,188.48288100282,0.968125500517731,0.0,18.6272425302244,14.0483797368226,0.0
17077,Cercoux,0,9,0,79,0,3,2,699.0,10.0,3.0,39.0,49.0,105.0
17078,Chadenac,0,11,0,33,0,0,6,296.687788445725,1.00073733407097,0.0,20.049463409958,26.2353060228301,35.2926235392184
17079,Chaillevette,0,16,0,94,0,4,7,939.043476635513,17.1952310611365,5.04854139903329,47.2969339056069,79.1473054411689,146.532411480963
17080,Chambon,0,14,2,65,0,1,1,615.146571001887,4.09590451677996,0.0,46.1802141905442,60.0089090608581,119.705841241373
17081,Chamouillac,0,2,0,17,0,1,0,210.245320751394,5.95947652073099,0.0,7.74538244001431,18.1327789940673,44.931414029887
17082,Champagnac,0,7,0,49,0,1,1,301.050109027487,3.68562739117816,0.0,28.132220898063,27.8935948133812,43.7251374490862
17083,Champagne,0,9,0,56,0,2,2,390.170531474464,7.06512207438579,3.02561030809476,34.2356471553631,29.2714625936958,90.7316930317042
17084,Champagnolles,0,7,0,56,0,0,4,409.459901687259,6.17555909510146,0.0,31.0578814937879,32.8441871145822,41.1301499068377
17085,Champdolent,0,8,1,32,0,0,0,257.339132046243,1.032359753278,0.0,17.3973527487627,18.2373946583541,50.774236816647
17086,Chaniers,0,41,2,350,0,6,8,2029.0,21.0,5.0,138.0,222.0,400.0
17087,Chantemerle-sur-la-Soie,0,3,1,17,0,0,0,112.082926829268,0.0,0.0,10.0975609756098,5.04878048780488,35.3414634146341
17089,La Chapelle-des-Pots,0,16,0,92,3,1,4,636.0,4.0,2.0,42.0,64.0,110.0
17091,Charron,0,41,0,193,0,1,9,1200.0,8.0,2.0,102.0,103.0,230.0
17092,Chartuzac,0,1,0,10,0,0,0,98.0,0.0,0.0,2.0,14.0,20.0
17093,Le Chateau-d'Oleron,0,35,4,422,1,3,43,2280.0,28.0,8.0,121.0,262.0,390.0
17094,Chatelaillon-Plage,0,176,12,571,8,20,29,3091.14479444928,41.3663313530858,20.6125954069948,286.28900671535,370.022774438139,621.975938894594
17095,Chatenet,0,1,0,12,0,0,1,114.011869960537,2.0057625875842,0.0,4.74767792589112,9.94626669434118,9.76970618478072
17096,Chaunac,0,1,0,4,0,0,1,45.4102564102564,0.987179487179487,0.987179487179487,1.97435897435897,4.93589743589744,4.93589743589744
17097,Le Chay,0,10,0,69,0,1,2,454.484385838466,1.97912838176024,0.0,24.91328567798,36.8715832680655,63.3177814156735
17098,Chenac-Saint-Seurin-d'Uzet,0,4,0,42,0,0,2,339.329520437631,4.88384240260842,0.0,19.2682926584135,47.5187394609383,35.287565897001
17099,Chepniers,0,9,1,33,0,1,2,346.827004810581,2.83216710004357,0.928358487696449,19.637240841582,27.5485523651603,80.4480247950474
17100,Cherac,0,15,2,100,0,5,3,684.294590653745,6.04881478599485,1.01338668456717,53.5216708360936,65.779706237126,70.7291208742527
17101,Cherbonnieres,0,3,0,20,0,0,2,188.755929788557,3.75452083193033,0.0,10.0385323429784,20.965711196974,14.785289574797
17102,Chermignac,0,11,1,121,0,1,6,746.0,8.0,0.0,53.0,81.0,170.0
17104,Chevanceaux,0,35,0,53,3,5,1,644.403038823353,6.22160072689359,0.0,46.0758716915027,50.7420278657523,46.3736451190354
17105,Chives,0,2,1,9,1,1,0,157.963647813386,6.96795794053952,0.0,4.73026214427393,19.8887520113699,4.96204999706949
17106,Cierzac,0,6,0,16,0,0,1,196.492175068345,0.0,0.0,8.28582620259687,14.2546229719651,20.6485452195417
17107,Cire-d'Aunis,0,28,4,117,0,3,7,974.705277576044,12.2185787416094,0.0,78.8203126253554,72.031769186932,93.7567738114232
17108,Clam,0,5,0,34,0,0,0,241.752696029874,1.91673625393147,1.03371322910645,11.9751438483432,25.9401921310027,39.8234648299285
17109,Clavette,0,31,0,168,0,3,6,948.152632283774,12.6038846307262,5.37015562705092,63.167829111009,73.7583879010635,264.160385588507
17110,Clerac,0,13,2,60,1,2,5,547.304126015307,4.9270320848467,1.03307160407338,25.7468223945487,60.0338791490825,95.1863365072737
17111,Clion,0,8,2,59,0,0,2,467.664788168122,11.2054410209786,0.0,26.4304474658338,46.8096626978253,77.3229818710721
17112,La Clisse,0,11,1,81,0,1,2,442.511866269518,5.15276249703946,2.05028760585635,30.5266921441323,32.737732432607,123.571881445653
17113,La Clotte,0,5,4,26,0,0,0,423.368574478611,9.94156304880157,1.00609707051902,26.4515152031888,38.179020204182,64.2742505828005
17114,Coivert,0,0,0,13,0,0,1,127.017830342456,0.0,2.25046870656857,9.88868260993709,14.3311559004309,25.3982335689409
17115,Colombiers,0,4,0,26,0,0,0,188.493037403455,2.93718364787363,1.00480944216478,14.5846981586705,17.1897832801371,34.6522470915695
17116,Consac,0,1,0,12,0,0,0,125.0,2.0,1.0,4.0,16.0,10.0
17117,Contre,0,2,0,7,0,1,0,87.0,1.0,0.0,5.0,13.0,0.0
17118,Corignac,0,5,0,21,0,0,0,210.975842509164,2.82419378450898,0.0,11.8119961547573,21.5421892587091,14.93853352335
17119,Corme-Ecluse,0,20,1,92,0,2,6,717.95546984106,3.68005946413772,1.84001040485026,48.8883208046244,40.3290041533312,128.577987232725
17120,Corme-Royal,0,16,1,167,0,6,5,1066.65570239129,4.99288997486946,0.0,70.3665556536079,100.112122779555,193.822258461872
17121,La Couarde-sur-Mer,0,16,1,114,0,6,33,492.0,3.0,2.0,31.0,52.0,35.0
17122,Coulonges,0,1,0,17,0,0,2,144.757446808511,3.96595744680851,0.991489361702128,11.8978723404255,4.95744680851064,34.7021276595745
17124,Courant,0,5,0,35,0,0,2,259.068733559792,6.49923453297904,0.0,18.8761261509824,21.5812592269355,15.0713077419477
17125,Courcelles,0,9,0,36,0,0,1,269.643601972363,5.61441311981214,0.0,16.0356679898113,39.1870392535395,62.8302306736639
17126,Courcerac,0,2,1,14,0,0,1,161.465928601449,4.08728439736177,1.03499689993154,10.3771789283647,12.1040790343149,20.3718063609112
17127,Cour├ºon,0,21,2,169,1,6,4,1136.77362500297,13.6078903813088,3.57662143676585,65.5029354463704,48.3090218987864,278.899286824264
17128,Courcoury,0,4,0,66,0,1,1,408.486561794732,3.02088857647615,1.01486157772067,20.0092532046543,47.6746734208685,85.7823248892172
17129,Courpignac,0,3,0,29,0,1,3,251.483368514449,0.0,0.0,15.9117503897604,30.031162130265,39.832824583757
17130,Coux,0,4,0,30,0,1,3,276.875615907931,2.02957846709077,1.00673212598827,24.2699819755536,25.0567293461779,35.2158394259954
17131,Cozes,0,24,2,131,1,6,11,1065.40634281249,27.4136523995035,0.985447637744466,63.153182626711,133.003994480951,129.902050557511
17132,Cramchaban,0,8,1,70,0,0,3,390.0,4.0,3.0,28.0,17.0,65.0
17133,Cravans,0,10,1,69,0,1,4,483.04159808532,10.2884421409948,0.0,33.4695305070576,41.4660752136469,76.119678561809
17134,Crazannes,0,4,0,38,0,0,0,247.857407266358,1.96171788231307,1.00514152250076,9.40854580108966,22.1103574166052,46.2772669323305
17135,Cresse,0,1,0,8,0,0,1,120.0,1.0,0.0,3.0,24.0,5.0
17136,Croix-Chapeau,0,25,2,132,0,1,4,843.57061506644,12.4881391752142,4.25064942355147,54.7568789808173,64.0787938505564,167.57511772204
17137,La Croix-Comtesse,0,1,0,19,0,1,0,115.365630257215,0.0,0.0,8.14339947110219,12.905183969546,29.7864555179656
17138,Dampierre-sur-Boutonne,0,1,0,35,0,1,3,157.934289099062,1.01465067609269,0.0,5.28036330367731,17.8878524592009,30.6362147433926
17139,Doeuil-sur-le-Mignon,0,4,0,38,0,0,1,204.77082444395,1.92652421908965,0.956654362701966,12.490171025045,10.5107003421566,33.1596694437034
17140,Dolus-d'Oleron,0,30,5,255,4,12,36,1703.57604040363,27.7740347807463,5.93950106255362,111.089236345096,215.786874803941,233.351483739223
17141,Dompierre-sur-Charente,0,6,0,43,0,1,1,280.40236903866,1.0101914082389,1.01795871434018,13.1948063822846,31.1157603408243,40.2155434889797
17142,Dompierre-sur-Mer,0,131,11,572,5,14,13,3392.77882439523,25.5899701091981,14.4862611396227,311.968850519561,286.700853936893,822.931527880249
17143,Le Douhet,0,9,0,54,0,1,1,438.838980992471,3.43769481338867,2.9300767262801,35.3496108474099,42.2617699664304,85.2826080924115
17145,Echebrune,0,8,2,35,0,1,7,276.699036228301,1.99869834773311,0.0,20.7638120896222,16.1062276630038,34.9781184309797
17146,Echillais,0,42,2,360,1,5,6,1978.0,23.0,3.0,143.0,193.0,435.0
17147,Ecoyeux,0,10,2,134,0,5,5,866.932083834148,13.2336393807328,1.03534226254544,57.8440828341176,75.0792663164393,204.763938898111
17148,Ecurat,0,13,0,48,0,0,0,284.0,1.0,0.0,26.0,30.0,55.0
17149,Les Eduts,0,1,0,2,0,0,2,34.5762711864407,1.01694915254237,0.0,3.05084745762712,2.03389830508475,0.0
17150,Les Eglises-d'Argenteuil,0,6,0,37,0,1,2,296.57175425433,1.01984266425829,1.01392031699057,22.3693573539141,26.3579991365468,50.794702332645
17151,L'Eguille,0,12,3,63,2,2,6,515.97562726908,3.86083376484442,2.90104043596548,46.7475747517448,57.5645751732277,50.2710178354794
17152,Epargnes,0,4,0,57,0,1,2,482.505062220465,4.96179474875851,0.0,23.4472158807837,59.4576819618398,15.764380846238
17153,Esnandes,0,39,1,201,0,0,5,1219.0,8.0,7.0,93.0,134.0,230.0
17154,Les Essards,0,8,0,62,0,1,1,417.682134160956,5.17268508963288,3.08460527052788,28.4677370847791,38.6491376497462,138.121787466409
17155,Etaules,0,22,3,189,3,6,8,1394.03633787126,15.2254163814088,3.05036916552555,88.6992022529899,178.56246003134,254.367746385394
17156,Expiremont,0,0,0,6,0,0,1,75.4724409448819,0.0,0.0,6.37795275590551,1.06299212598425,15.9448818897638
17157,Fenioux,0,2,0,8,0,2,1,87.4601226993865,1.98773006134969,0.0,3.97546012269939,7.95092024539877,0.0
17158,Ferrieres,0,21,2,102,1,4,2,785.990278844185,9.81170010871383,1.22255159970662,63.1721364368483,39.3471545078518,171.472053431387
17159,Fleac-sur-Seugne,0,3,3,28,0,0,0,212.758700009179,3.02703327944367,0.0,14.366970144356,14.2984392287213,29.692981602927
17160,Floirac,0,3,0,21,1,0,0,195.0,0.0,0.0,14.0,31.0,25.0
17161,La Flotte,0,45,5,283,1,7,58,1428.02830451305,10.2083534789829,7.40221478709647,112.787895460558,150.767629542774,186.224889083025
17162,Fontaine-Chalendray,0,1,0,9,1,0,2,82.8112891405104,1.07870425510423,0.0,1.76426288777795,16.0870864727961,14.1523701085041
17163,Fontaines-d'Ozillac,0,3,0,27,0,1,1,320.0,4.0,2.0,25.0,25.0,30.0
17164,Fontcouverte,0,25,0,245,1,7,5,1265.09557321471,18.4225692362264,3.03538537762985,85.1406976150685,186.996676629523,255.353988082312
17165,Fontenet,0,4,0,22,0,0,0,237.583603903066,2.99756512911416,0.0,12.8665579686927,34.2875836010661,15.1367089998137
17166,Forges,0,26,0,107,0,2,10,842.877315295245,5.02212987520475,0.0,90.7312002430423,61.922847121266,110.456055509932
17167,Le Fouilloux,0,10,0,41,0,1,1,449.0,8.0,0.0,29.0,43.0,55.0
17168,Fouras,0,137,8,391,3,4,31,1846.09558379493,11.7080924295442,19.3166606961867,203.108809580375,238.79841300391,360.295005568266
17171,Geay,0,9,0,80,0,0,0,483.785130535501,5.89014501470655,2.02675262945505,38.3105352562652,38.6042744562057,78.9652383104466
17172,Gemozac,0,35,4,206,5,10,7,1559.46076355261,21.3532540068986,2.92864213330278,87.0921757254517,122.674795651743,193.95807727297
17173,La Genetouze,0,3,0,18,0,0,5,142.634550432365,1.09382775019095,0.0,11.6718038313235,18.284920566659,6.06015934749631
17174,Genouille,0,11,0,81,0,2,2,582.976093809809,5.1392541473707,2.05906709060631,49.6456996715851,31.7850828690812,92.8268066936315
17175,Germignac,0,8,0,56,0,1,0,414.227194869847,4.93648944027865,0.0,25.4887823631972,20.8235235203978,35.4263561247167
17176,Gibourne,0,2,0,5,0,0,2,56.0,0.0,1.0,3.0,2.0,5.0
17177,Le Gicq,0,1,0,7,0,0,2,70.3983050847458,2.97457627118644,0.0,2.97457627118644,6.94067796610169,9.91525423728813
17178,Givrezac,0,1,0,6,0,0,0,45.2571428571429,1.02857142857143,0.0,3.08571428571429,4.11428571428571,10.2857142857143
17179,Les Gonds,0,63,0,141,1,10,1,1008.90327583811,5.09315151910733,4.07323156543522,77.1124251374882,101.706028215827,138.377837799492
17180,Gourvillette,0,1,0,5,0,0,2,50.4269662921348,0.0,0.0,2.96629213483146,6.92134831460674,4.9438202247191
17181,Grandjean,0,8,0,23,0,0,0,178.892508313081,2.22723244772677,0.0,24.3496716887314,9.18871736728854,41.2296842355639
17182,La Greve-sur-Mignon,0,9,0,61,0,0,2,320.872743085893,5.53658899637319,0.981886910103024,26.8416874057529,17.5675284715185,58.3005284329957
17183,Grezac,0,10,2,80,0,2,4,565.0,9.0,0.0,31.0,44.0,65.0
17184,La Gripperie-Saint-Symphorien,0,4,1,50,0,1,0,360.0,3.0,6.0,22.0,25.0,70.0
17185,Le Gua,0,13,0,139,0,3,6,1193.31486227195,18.8650840938293,4.02175253785483,58.5707681749152,115.994926522182,145.655971614574
17186,Le Gue-d'Allere,0,8,0,97,0,3,2,610.423258975891,5.01548223702032,0.0,37.790253943975,35.8178097481879,115.459317838872
17187,Guitinieres,0,7,1,39,0,0,0,298.0,6.0,0.0,21.0,27.0,40.0
17188,Haimps,0,6,2,33,0,0,1,270.956655708353,5.17203303867892,1.96184985070873,16.5702500979386,16.6424605603214,74.7189811071175
17190,L'Houmeau,0,50,8,291,3,5,13,1531.07856021368,19.5068956034282,11.8483012251979,133.233078580623,195.078576176024,338.839501969525
17191,La Jard,0,6,2,41,0,0,0,278.0,3.0,0.0,22.0,21.0,50.0
17192,Jarnac-Champagne,0,11,0,97,1,1,8,506.0,3.0,2.0,28.0,53.0,75.0
17193,La Jarne,0,65,4,262,1,5,6,1563.0,17.0,4.0,148.0,136.0,290.0
17194,La Jarrie,0,74,2,327,1,4,7,2044.0,15.0,15.0,173.0,187.0,465.0
17195,La Jarrie-Audouin,0,1,0,15,0,0,0,142.0,3.0,1.0,5.0,20.0,15.0
17196,Jazennes,0,11,0,42,0,1,3,332.997661170882,5.00537511339987,0.0,29.4612328952311,21.7785618106882,49.7124056137405
17197,Jonzac,0,98,7,249,10,30,18,1953.09085529456,64.0672576192351,9.27075849855832,154.875896227568,188.733994229122,307.584176722445
17198,Juicq,0,2,0,35,0,1,3,183.284428989072,0.913969621704157,0.0,17.7209924240018,8.20463554439024,28.1855973257783
17199,Jussas,0,1,0,3,0,0,0,90.7450980392157,0.0,0.0,9.17647058823529,5.09803921568627,15.2941176470588
17200,Lagord,0,197,11,707,15,39,15,3918.62791962502,30.5692136659182,42.1248238572891,395.466987862969,398.153917390865,683.50073549125
17201,La Laigne,0,12,0,39,0,1,0,313.749549974252,9.07622645805639,0.0,28.680082127825,27.2960607839772,66.0538211392784
17202,Landes,0,10,1,33,0,0,1,328.0,6.0,2.0,25.0,41.0,55.0
17203,Landrais,0,17,0,86,0,0,1,472.140699931501,3.80733237371597,0.0,33.9723177590141,25.8769594690356,118.73083863671
17204,Leoville,0,5,0,22,0,0,1,169.0,1.0,0.0,16.0,17.0,10.0
17205,Loire-les-Marais,0,5,0,46,0,0,1,237.992256137207,1.25913162296303,0.0,16.299708167427,15.9674633246787,38.9339628052783
17206,Loire-sur-Nie,0,3,0,19,0,1,0,157.0,2.0,1.0,7.0,17.0,10.0
17207,Loix,0,9,1,64,0,2,19,380.816989669035,0.97164043090306,2.01570667789681,18.7348589346249,51.6476050974096,70.5551160508249
17208,Longeves,0,33,1,120,0,0,4,705.875121875931,3.87865500807091,4.00800529328285,56.9940771323714,26.1685448559545,148.755663186669
17209,Lonzac,0,6,1,15,0,0,0,151.187724494431,4.93107462540394,0.0,14.6963725859641,14.0894362092776,9.89893828475601
17210,Lorignac,0,7,2,31,0,1,3,262.642490312278,4.02472263502246,0.0,22.1490155756388,24.9791789622823,4.99701557776039
17211,Loulay,0,7,0,47,3,1,3,379.504290602345,5.93810915031134,1.0069271197857,22.869862045016,36.4056685557348,48.9275666293777
17212,Louzignac,0,1,0,10,0,0,0,89.0,3.0,0.0,4.0,9.0,15.0
17213,Lozay,0,1,0,17,0,0,0,75.8676470588235,0.985294117647059,0.0,2.95588235294118,14.7794117647059,0.0
17214,Luchat,0,9,0,51,0,0,2,336.877656982256,1.13394271840709,0.0,30.1208732873554,17.6839018817845,85.0194793483916
17215,Lussac,0,0,0,3,0,0,0,29.375,0.0,0.0,0.0,1.95833333333333,4.89583333333333
17216,Lussant,0,16,0,58,0,3,2,642.421505422942,10.1211617562187,1.01395801983342,47.3395456038374,51.7157765832266,75.6788174577344
17217,Macqueville,0,1,1,23,0,2,5,166.0,1.0,1.0,15.0,8.0,25.0
17218,Marans,1,93,4,339,7,9,16,2491.04401743164,29.3486565787443,11.3490410802438,190.171200493627,233.346108464411,421.961533367019
17219,Marennes-Hiers-Brouage,0,57,8,453,6,20,33,3230.35070342851,73.7140926028009,9.28896040416291,195.769285552879,365.667421255095,458.38319932063
17220,Marignac,0,6,0,29,0,0,3,262.30755201504,0.935550977409358,0.0,14.9838301069525,22.9787306529152,29.3671587787713
17221,Marsais,0,6,1,74,0,1,3,566.953479955412,9.98337765268294,2.99499546940387,43.5449271382777,53.4227027983533,69.745206010254
17222,Marsilly,0,64,5,372,0,6,4,1874.25163758655,6.1891296467664,12.2471451891378,156.186922233841,174.399531012425,415.653476671611
17223,Massac,0,1,0,8,0,0,2,96.184112051211,2.09194910719973,0.0,6.2758473215992,16.7355928575979,15.689618303998
17224,Matha,0,26,0,158,4,11,10,1069.60722061044,21.0577915883362,4.98865998632337,72.6676205944886,70.5635847496193,138.299804182131
17225,Les Mathes,0,27,0,185,2,9,76,1055.0,13.0,4.0,60.0,154.0,170.0
17226,Mazeray,0,14,0,89,0,0,6,538.225575577357,3.97082660183588,1.91086547327082,37.7797231800967,38.62761760105,109.269899435916
17227,Mazerolles,0,2,0,17,0,1,1,134.527128916472,3.98514753065885,1.07335179878953,10.0415972448119,12.2600772741338,30.329246082638
17228,Medis,0,37,0,265,4,5,11,1644.17368605753,25.3487656430648,7.00000068268316,102.162626993866,185.519655539504,254.118329201581
17229,Merignac,0,1,0,11,0,0,0,133.085106382979,0.957446808510638,0.0,8.61702127659574,12.4468085106383,28.7234042553191
17230,Meschers-sur-Gironde,0,22,3,237,0,5,24,1424.19462836314,29.2547602330207,6.95426984655975,94.3312003898485,257.994393109288,269.445133684938
17231,Messac,0,0,1,11,0,0,1,60.0,0.0,0.0,7.0,4.0,5.0
17232,Meursac,0,30,1,131,0,2,3,911.208621443777,12.9611047196479,0.936955300047017,46.7601550832585,90.3679379198589,139.82557938041
17233,Meux,0,4,0,36,0,2,1,185.0,1.0,0.0,12.0,18.0,30.0
17234,Migre,0,3,0,29,0,3,1,197.398946207604,4.1985338216453,1.08580154599496,13.0832799023457,21.1871484266328,31.3110686124738
17235,Migron,0,11,3,57,0,1,3,407.758792800203,0.0,0.979727603344798,27.500656602724,23.3196739202085,39.7325322981534
17236,Mirambeau,0,21,1,107,2,6,5,834.238420041296,19.2671376711211,2.02914049398403,56.6799802262813,103.491065419959,76.0442397141482
17237,Mo├½ze,0,9,0,51,0,1,1,365.675607073002,8.15649396859593,0.0,34.244777620797,33.0570837147134,30.6042868747715
17239,Mons,0,12,1,20,0,1,2,255.351460409159,9.13448746311126,1.06094129597217,20.5537139290008,17.9290173149524,40.3703496115161
17240,Montendre,0,53,7,197,2,11,12,1641.0,43.0,6.0,119.0,156.0,265.0
17241,Montguyon,0,12,0,87,1,8,5,846.969591581238,32.6944702389079,4.00680642656278,52.4799275760443,86.4058191343273,89.7904936624084
17242,Montils,0,7,2,78,0,1,2,525.582209420582,12.3711937400053,0.0,26.7142435173983,43.4614817618524,97.7870643633381
17243,Montlieu-la-Garde,0,7,1,55,2,4,2,672.29430254491,15.8533512497938,1.01117491564575,37.6657853561761,57.5248583122547,83.6532231548121
17244,Montpellier-de-Medillan,0,10,0,66,0,1,1,402.064799078657,0.93854516814274,0.0,26.6494859825178,34.8969918959281,88.5501162414789
17245,Montroy,0,18,0,110,0,1,2,597.532713294127,4.97227852232444,3.02735800322289,41.8612339903118,52.6459158323491,155.322703658316
17246,Moragne,0,8,0,32,0,0,0,334.292058080145,4.14981517851096,1.04242841214804,28.9798231011471,28.4475011643867,73.1230669308392
17247,Mornac-sur-Seudre,0,14,0,63,1,0,18,495.012099271548,8.05888993481352,3.0190324133262,31.9802635311809,58.4277642256162,90.2586414001084
17248,Mortagne-sur-Gironde,0,14,0,79,0,2,9,477.0,14.0,0.0,21.0,60.0,30.0
17249,Mortiers,0,3,0,8,0,0,0,94.6779661016949,0.966101694915254,1.93220338983051,4.83050847457627,11.5932203389831,0.0
17250,Mosnac,0,10,0,32,0,0,1,275.53062725191,3.06611683229204,2.03803453472161,25.4765335699766,23.9957690647171,15.1977372767373
17252,Le Mung,0,3,0,29,0,0,3,189.635331153433,2.18422073007889,0.0,14.4035974570818,20.5404003891764,29.9250386862402
17253,Muron,0,22,0,94,0,3,2,808.0,10.0,2.0,56.0,65.0,145.0
17254,Nachamps,0,4,0,9,0,0,0,119.205882352941,2.83823529411765,0.0,4.73039215686275,11.3529411764706,18.921568627451
17255,Nancras,0,12,3,64,0,2,2,480.053774562797,8.13983369403695,2.02617225507672,37.1430398321437,34.6913776684762,65.9557164399147
17256,Nantille,0,4,1,38,0,0,2,198.158535470421,0.990776891032709,0.0,13.8685671702281,18.829171308552,44.5881106850035
17257,Nere,0,9,2,36,1,0,1,338.0,8.0,0.0,25.0,53.0,35.0
17258,Neuillac,0,8,0,25,0,0,3,182.0,2.0,1.0,12.0,15.0,20.0
17259,Neulles,0,2,0,13,0,1,1,90.0,1.0,0.0,3.0,5.0,15.0
17260,Neuvicq,0,11,0,23,0,0,1,296.781070756811,5.34391466460636,0.0,24.3090358024535,24.4287679030505,45.272073065576
17261,Neuvicq-le-Chateau,0,5,0,13,0,1,1,177.608681408272,3.00708346159058,0.0,8.64347514845243,19.0874336851557,13.2457974528157
17262,Nieul-les-Saintes,0,15,2,121,0,1,2,809.501770490497,7.10387388835419,2.02105960258076,53.1279001379597,89.8227567143682,162.038955914356
17263,Nieul-le-Virouil,0,4,0,47,0,0,1,357.0,6.0,1.0,16.0,35.0,50.0
17264,Nieul-sur-Mer,0,126,9,547,4,9,24,3365.55377484788,29.0501744865086,23.7844977688084,279.144886378021,406.117423860122,715.38663032588
17265,Nieulle-sur-Seudre,0,13,1,92,0,2,5,747.808899045858,14.1562008270779,2.01100502888417,51.9887698218552,67.555600211622,85.7223009620179
17266,Les Nouillers,0,6,0,41,0,0,1,412.550800376147,14.2821950658526,1.01608550679751,16.5408627697026,32.0676726320055,60.971211065319
17267,Nuaille-d'Aunis,0,23,4,125,0,1,4,774.093008782538,2.84943365462108,2.84943365462108,54.2276758281958,50.2247779698839,189.961821250655
17268,Nuaille-sur-Boutonne,0,1,0,17,0,0,0,116.390625,0.994791666666667,0.0,6.96354166666667,12.9322916666667,29.84375
17269,Orignolles,0,8,1,43,1,2,2,404.258240590686,12.1849117866455,0.0,33.1386498557793,34.9292291593613,35.5062446331484
17270,Ozillac,0,12,2,50,0,0,1,383.84920182444,2.99545908209285,0.0,30.5617067840461,38.9246028000023,54.8187064611198
17271,Paille,0,6,0,13,0,2,1,178.0,1.0,0.0,12.0,14.0,25.0
17273,Perignac,0,11,1,96,1,0,5,574.184428374016,8.71116429784921,0.997015884646901,33.8254369564139,53.5914503720647,100.690051623422
17274,Perigny,1,266,34,940,42,81,26,5304.00489797513,49.1932954433242,40.2029641178994,453.754675673453,452.996921927566,1393.84411390241
17275,Pessines,0,17,0,78,0,2,0,499.0,11.0,0.0,41.0,52.0,135.0
17276,Le Pin,0,0,0,6,0,0,0,44.4,2.96,0.0,1.97333333333333,8.88,4.93333333333333
17277,Essouvert,0,17,2,94,0,1,4,639.0,9.0,1.0,46.0,65.0,115.0
17278,Pisany,0,0,2,79,1,2,3,428.286250121309,2.09578704082183,0.0,16.7818116856734,42.8763273090495,110.070762532278
17279,Plassac,0,15,1,43,0,1,1,375.0,2.0,2.0,40.0,24.0,60.0
17280,Plassay,0,5,1,84,0,2,1,462.361105130589,1.78363302905204,0.0,30.1105791519545,25.5661027399236,97.9974610881733
17281,Polignac,0,2,0,13,0,0,0,86.5408805031446,0.0,0.0,6.0377358490566,11.0691823899371,20.125786163522
17282,Pommiers-Moulons,0,5,0,14,0,0,0,124.001221431329,3.00002955075796,0.0,14.0001379035372,7.00006895176858,10.0000985025265
17283,Pons,1,127,9,256,7,24,22,2399.96652935137,78.5561955326554,10.1154192648715,238.60970294524,176.834756212067,291.943704439436
17284,Pont-l'Abbe-d'Arnoult,0,37,1,149,1,4,6,1008.61605996609,15.9288397008036,3.99331769184859,93.6586635589286,96.4016067429755,175.202053013194
17285,Port-d'Envaux,0,15,1,92,0,2,6,656.102293987867,3.01353068260033,4.0391220449734,57.7476141224831,78.6321756393447,75.1637253016687
17286,Les Portes-en-Re,0,3,0,50,0,4,24,309.113740396241,8.00937443355038,2.97593576804923,12.614078391442,26.9791892974358,63.4866017823781
17287,Pouillac,0,6,0,13,0,0,2,158.056056480292,1.92665514826643,0.925182438522371,5.24563317980143,13.086322927169,19.0735598844292
17288,Poursay-Garnaud,0,5,0,13,0,1,3,195.562594160031,4.93696686761151,0.0,17.82943274893,11.2962431462272,14.9312070592832
17289,Preguillac,0,5,0,35,0,0,0,277.692572067306,2.1088690615402,1.91519461591793,24.6909759999218,37.3797922820235,69.6754886656336
17290,Prignac,0,1,0,23,0,1,1,179.298965166565,4.0049228771028,0.0,14.8521350191161,9.05883564817561,20.024110682404
