COM,Nom Commune,N TL,P20_SCOL1517,P20_SCOL1824,ETTEF2021,P20_SCOL2529,P20_NSCOL15P_CAPBEP,P20_NSCOL15P_BAC,P20_NSCOL15P_SUP2,P20_NSCOL15P_SUP34,P20_NSCOL15P_SUP5,ETTEF5021,ETTEF1021,ETTEF121,ETTEF021,P20_POP1564,P20_ACT1564,P20_ACTOCC1564,P20_CHOMEUR1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP34,P20_CHOM_SUP5,P20_ACT_DIPLMIN,P20_ACT_SUP34,P20_ACT_SUP5,P20_INACT1564,P20_ETUD1564,P20_RETR1564,P20_AINACT1564,C20_ACT1564_CS2,C20_ACT1564_CS3,C20_ACT1564_CS4,MED20,NBPERSMENFISC20
24329,Le Pizou,0,0.07265422308680237,0.015851830491665973,0.0,0.0013209858743054978,0.49404871699025615,0.2523083019923501,0.10699985581874533,0.06604929371527489,0.03962957622916494,0.0,0.0013209858743054978,0.026419717486109957,0.0013209858743054978,1.0,0.7632852107557608,0.670437175818459,0.09284803493730115,0.018769559635033857,0.0035195828300283727,0.0037625916321581423,0.0980366956475767,0.04801704066921724,0.024137345684419775,0.2367147892442405,0.07057871163558944,0.07881774289533215,0.08731833471331853,0.05681341480228736,0.0309861821187295,0.10539751107115879,19690,1320
24330,Plazac,0,0.04769096403406994,0.02384548201703497,0.0,0.0052989960037855485,0.28349628620252687,0.2914447802082052,0.19076385613627975,0.26494980018927744,0.20931034214952918,0.0,0.0,0.04239196803028439,0.0026494980018927743,1.0,0.6950985826651049,0.5870252235173731,0.10807335914773036,0.005061866967920923,0.020836200266542256,0.020598480060779228,0.03949251869009928,0.10741695620979656,0.11650375157203913,0.3049014173348977,0.05012269155956572,0.09110423822441445,0.1636744875509167,0.1018049945158417,0.13184029525258162,0.2095506036942377,19360,613
24331,Pomport,0,0.06935875428767879,0.01789903336456227,0.002237379170570284,0.004474758341140568,0.31547046305041,0.2483490879333015,0.19465198783961468,0.1521417835987793,0.0827830293111005,0.0,0.004474758341140568,0.06040923760539766,0.006712137511710852,1.0,0.7794536056734528,0.7202935719532557,0.05916003372019785,0.010907602884385461,0.006522608677158266,0.0,0.046112614212319894,0.09275472231294457,0.06188985836255307,0.2205463943265481,0.07168402125881802,0.08717925535611909,0.06168311771161098,0.08749006153829986,0.0762671240374837,0.1879455561268478,22290,731
24334,Pontours,0,0.09231217061604079,0.027693651184812238,0.0,0.0,0.5169481554498284,0.24924286066331014,0.2584740777249142,0.08308095355443672,0.055387302369624476,0.0,0.0,0.00923121706160408,0.0,1.0,0.739237178400036,0.6876170115697662,0.05162016683027041,0.017551478703032107,0.008775739351516043,0.0,0.05240190490667898,0.04311289728587955,0.025806217045005717,0.2607628215999611,0.11467782389857038,0.11097407099297237,0.035110926708418186,0.12903108522502857,0.0,0.1304120979619499,23340,190
24335,Port-Sainte-Foy-et-Ponchapt,0,0.08012184499636338,0.025088658534214794,0.005665180959338824,0.0024279346968594964,0.44269342639404813,0.27678455544198255,0.1464853933771896,0.11330361918677649,0.10197325726809885,0.0024279346968594964,0.008093115656198321,0.05260525176528909,0.005665180959338824,1.0,0.7057570284858371,0.6141723245033642,0.0915847039824729,0.021469219179579224,0.005599084946928681,0.0031947678505094383,0.08893001560139914,0.06463319739542672,0.04229811280226061,0.2942429715141638,0.08736428278498325,0.08417964291916748,0.12269904581001302,0.08764428264528322,0.06811648320732472,0.13156003705091948,19780,2310
24336,Prats-de-Carlux,0,0.046981625444550375,0.014681757951421992,0.0,0.0,0.3729166519661186,0.1967355565490547,0.12626311838222912,0.06459973498625676,0.029363515902843983,0.0029363515902843984,0.0029363515902843984,0.03229986749312838,0.0029363515902843984,1.0,0.6848826205999614,0.5924889141184658,0.09239370648149423,0.0115489323409131,0.005796312815724375,0.0,0.06469768152426662,0.0470311250880558,0.020642194693721496,0.3151173794000385,0.049298360216731625,0.1479707170346305,0.11784830214867695,0.05931698584278217,0.05824080034394231,0.1183661967607116,21900,471
24337,Prats-du-Perigord,0,0.06335616438356166,0.0,0.0,0.0,0.4054794520547946,0.19006849315068497,0.15205479452054796,0.08869863013698631,0.03801369863013699,0.0,0.0,0.06335616438356166,0.0,1.0,0.7375000000000002,0.6375,0.09999999999999999,0.0,0.0,0.0,0.12499999999999996,0.06249999999999998,0.0,0.26249999999999984,0.06249999999999998,0.09999999999999999,0.09999999999999999,0.4374999999999998,0.0,0.06249999999999998,17480,125
24338,Pressignac-Vicq,0,0.07872094041423898,0.0,0.0,0.0,0.47646884987565696,0.29831093209606346,0.1947307473404859,0.07872094041423898,0.06629131824356967,0.0,0.0,0.03314565912178483,0.012429622170669312,1.0,0.7228939824086242,0.6159302246060432,0.10696375780257984,0.007588314346350203,0.0038987907524816877,0.0,0.05695572477798415,0.03537094729634978,0.03993314797862973,0.2771060175913749,0.07508040909647937,0.12824714831973508,0.07377846017516,0.07500847900758678,0.041199273957477724,0.18011243870747548,20800,423
24339,Preyssac-d'Excideuil,0,0.05635891731553577,0.011271783463107156,0.011271783463107156,0.02254356692621431,0.48468668891360767,0.1803485354097145,0.11271783463107155,0.033815350389321465,0.04508713385242862,0.011271783463107156,0.0,0.04508713385242862,0.011271783463107156,1.0,0.7204301075268813,0.6451612903225811,0.07526881720430108,0.021505376344086072,0.0,0.0,0.08602150537634407,0.021505376344086072,0.03225806451612905,0.2795698924731186,0.05376344086021501,0.18279569892473124,0.04301075268817203,0.05376344086021501,0.05376344086021501,0.05376344086021501,20340,144
24340,Prigonrieux,0,0.0598864787805695,0.025729005698318746,0.002218017732613685,0.005323242558272844,0.44892678908100986,0.25152321087839186,0.16635132994602636,0.10158521215370678,0.08073584546713813,0.001330810639568211,0.00443603546522737,0.035044680175296224,0.00443603546522737,1.0,0.6945797934840682,0.6169472156489211,0.07763257783514792,0.01066062563408883,0.003410530380298387,0.004697942503609612,0.04630622269794721,0.06611054332296169,0.04995247012912106,0.3054202065159322,0.07165441692717507,0.09689635978565365,0.1368694298031039,0.05326274777274576,0.04711354378121918,0.16216880455769211,21840,4154
24341,Proissans,0,0.06720832017814002,0.009377905141135815,0.0,0.0,0.4126278262099759,0.24382553366953122,0.13754260873665863,0.11409784588381909,0.06408235179776141,0.0,0.0015629841901893026,0.026570731233218146,0.009377905141135815,1.0,0.7537082217153305,0.658829817884812,0.09487840383051913,0.009620685118794069,0.00486583221608701,0.006382231899234702,0.054737877094521596,0.07281536745071493,0.03230773016630842,0.24629177828466947,0.07511641992379678,0.10569269708376136,0.06548266127711135,0.07259092177013894,0.08144412823790717,0.12946681535334956,21070,1002
24345,Queyssac,0,0.07524460989181121,0.018811152472952803,0.0,0.0,0.35364966649151275,0.2784050565997015,0.20692267720248086,0.14672698928903188,0.16553814176198467,0.0,0.0,0.022573382967543364,0.0,1.0,0.7745346251541309,0.7084322806932168,0.06610234446091165,0.010086682465316379,0.0035697101253536513,0.0037059238895754878,0.03777722196897543,0.09626535381420509,0.11081819835922768,0.22546537484586873,0.06693918189860011,0.10699942034144047,0.051526772605827796,0.09889172135459884,0.12065421319109551,0.20397454077923832,22220,491
24346,Quinsac,0,0.03317535545023697,0.018957345971563982,0.004739336492890996,0.0,0.4597156398104265,0.21800947867298578,0.16113744075829384,0.07582938388625593,0.03317535545023697,0.0,0.004739336492890996,0.02843601895734597,0.0,1.0,0.7725118483412322,0.6919431279620853,0.08056872037914692,0.009478672985781991,0.004739336492890996,0.004739336492890996,0.07582938388625593,0.05687203791469194,0.018957345971563982,0.22748815165876776,0.04739336492890995,0.11374407582938388,0.06635071090047394,0.07109004739336493,0.023696682464454975,0.0947867298578199,19470,386
24347,Rampieux,0,0.0641025641025641,0.01282051282051282,0.0,0.0,0.5128205128205128,0.23076923076923078,0.10256410256410256,0.11538461538461539,0.05128205128205128,0.0,0.0,0.08974358974358974,0.01282051282051282,1.0,0.8205128205128205,0.7948717948717948,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0641025641025641,0.05128205128205128,0.01282051282051282,0.1794871794871795,0.0641025641025641,0.05128205128205128,0.0641025641025641,0.0,0.0,0.0,18600,120
24348,Razac-d'Eymet,0,0.0670391061452514,0.0111731843575419,0.0,0.0,0.3240223463687151,0.2849162011173184,0.1564245810055866,0.16759776536312848,0.09497206703910614,0.0,0.0,0.07262569832402235,0.00558659217877095,1.0,0.7094972067039106,0.6145251396648045,0.09497206703910614,0.0111731843575419,0.0111731843575419,0.0,0.027932960893854747,0.09497206703910614,0.055865921787709494,0.2905027932960894,0.07262569832402235,0.12290502793296089,0.09497206703910614,0.08379888268156424,0.027932960893854747,0.055865921787709494,19250,321
24349,Razac-de-Saussignac,0,0.05069124423963134,0.055299539170506916,0.0,0.004608294930875576,0.4377880184331797,0.2764976958525346,0.17050691244239632,0.10138248847926268,0.06451612903225806,0.0,0.0,0.055299539170506916,0.009216589861751152,1.0,0.7235023041474654,0.6267281105990783,0.0967741935483871,0.009216589861751152,0.009216589861751152,0.004608294930875576,0.04608294930875576,0.07373271889400922,0.03225806451612903,0.2764976958525346,0.10138248847926268,0.0967741935483871,0.07834101382488479,0.04608294930875576,0.04608294930875576,0.18433179723502305,20970,346
24350,Razac-sur-l'Isle,0,0.06473238770583065,0.03740093511892437,0.0028769950091480285,0.0014384975045740143,0.40134080377614995,0.2632450433370446,0.13881500919139236,0.07911736275157079,0.08199435776071881,0.0,0.0007192487522870071,0.024454457577758243,0.0014384975045740143,1.0,0.7735050717207744,0.7049930012176547,0.06851207050311744,0.00939214133192323,0.004298449121964137,0.002750592449393534,0.07462416801978876,0.06842019651071644,0.06055216609341049,0.22649492827922857,0.07887627647404238,0.07105778662084614,0.07656086518434027,0.07439053415075515,0.07160242295308078,0.18565779214539874,21750,2317
24351,Ribagnac,0,0.04449621384568078,0.03337216038426059,0.0,0.005562026730710098,0.4449621384568078,0.2169190424976938,0.15017472172917262,0.10567850788349185,0.03893418711497068,0.0,0.005562026730710098,0.03893418711497068,0.0,1.0,0.7568447162993363,0.6891620372827916,0.0676826790165485,0.011252041175232218,0.02252866578154298,0.0,0.06205593468388925,0.062153131983194235,0.011348928297818587,0.24315528370066378,0.050658768719623576,0.12462005905232788,0.06787645592871226,0.0560200559113183,0.056502423682626736,0.2545028647888241,20830,325
24352,Riberac,1,0.06572424667650198,0.027466849357344114,0.004904794528097163,0.0004904794528097163,0.37815965811629126,0.25701123327229136,0.105453082354089,0.10300068509004043,0.05836705488435624,0.004414315075287447,0.008338150697765176,0.08240054807203234,0.0068667123393360285,1.0,0.6801298855686218,0.5508530771583415,0.1292768084102816,0.032513337989932174,0.007750921777618211,0.0014656016510852738,0.09327786415436336,0.05982106896073148,0.03553017590055006,0.31987011443137436,0.07384833311609335,0.10940914125463631,0.13661264006064422,0.06084272035397032,0.05602965253757452,0.09245799265197639,19820,3451
24353,La Rochebeaucourt-et-Argentine,0,0.03632411927350708,0.015567479688645892,0.0,0.0,0.48259187034802264,0.26983631460319546,0.14529647709402832,0.10897235782052124,0.07783739844322946,0.005189159896215298,0.0,0.04670243906593768,0.010378319792430596,1.0,0.7485781769719376,0.633152278019232,0.1154258989527062,0.03658148660954046,0.0,0.010505759204913596,0.07320745495304826,0.03681957108275944,0.05219102521238174,0.2514218230280648,0.036286853557241115,0.12091731518246361,0.09421765428836011,0.10481954492508634,0.07879319403685184,0.0527736045819683,19620,332
24354,La Roche-Chalais,0,0.04983673202665294,0.02581902984513345,0.003002212772689936,0.003002212772689936,0.47975360107585174,0.22216374517905527,0.10988098748045165,0.045633634144887025,0.043832306481273065,0.002401770218151949,0.0036026553272279233,0.033624783054127284,0.006004425545379872,1.0,0.7261212143487977,0.5843577645135551,0.14176344983524436,0.02979217210224601,0.003014088305643394,0.0036032846477943763,0.10327744773964703,0.031673217948827,0.026300852706582445,0.2738787856511975,0.05903482333774337,0.10502080287608384,0.10982315943737071,0.047959777718004436,0.005960524203323258,0.08981466478261256,19060,2844
24355,La Roque-Gageac,0,0.05879779236082936,0.011759558472165872,0.0,0.0,0.40374484087769497,0.2979088146282021,0.19991249402681982,0.11367573189760344,0.07839705648110581,0.0,0.003919852824055291,0.08231690930516111,0.06663749800893995,1.0,0.7039081089207423,0.5864878178779707,0.11742029104277286,0.00798277587063481,0.01197613972171191,0.0036515161043857614,0.03565901842943096,0.07088862183902479,0.043401515339215935,0.2960918910792585,0.06576698277894875,0.17096174957436788,0.05936315872594186,0.13926933566753164,0.1176325786090044,0.2359995069066721,23830,408
24356,Rouffignac-Saint-Cernin-de-Reilhac,0,0.04786015694705393,0.019371968288093257,0.0011395275463584268,0.0,0.4660667664605966,0.2769051937650977,0.13902236065572807,0.093441258801391,0.09002267616231573,0.0,0.005697637731792134,0.048999684493412354,0.014813858102659548,1.0,0.733114422341375,0.6237651397766633,0.10934928256471078,0.017107614266413586,0.010298914583727066,0.0034214707802649575,0.06272533794254803,0.05703187463294219,0.05139686463414512,0.26688557765862614,0.056744341203551284,0.12803730702181665,0.08210392943325785,0.11954967485907131,0.07420899044783458,0.1082213169008701,19550,1468
24357,Rouffignac-de-Sigoules,0,0.05705716496864631,0.03630910498004765,0.0,0.0,0.39940015478052415,0.2645377648546329,0.11930134493444228,0.0881792549515443,0.062244179965795975,0.0,0.005187014997149664,0.041496119977197314,0.025935074985748322,1.0,0.77069752465764,0.6861762928741749,0.08452123178346449,0.01001553121253474,0.0,0.004843606776710452,0.0735165990607673,0.051105705482816975,0.03848306211152069,0.22930247534235582,0.05512792149237034,0.10004168011914018,0.07413287373084582,0.07439989920781048,0.05183051731066756,0.1944741843079275,22280,311
24359,Sadillac,0,0.10612366230677764,0.015160523186682519,0.0,0.0,0.21224732461355528,0.2274078478002378,0.25772889417360284,0.1516052318668252,0.10612366230677764,0.0,0.0,0.045481569560047556,0.0,1.0,0.8448275862068959,0.7241379310344821,0.12068965517241378,0.01724137931034476,0.01724137931034476,0.01724137931034476,0.06896551724137934,0.13793103448275854,0.05172413793103443,0.15517241379310406,0.0862068965517241,0.03448275862068967,0.03448275862068967,0.0862068965517241,0.0,0.1724137931034476,s,s
24360,Sagelat,0,0.05163572063640054,0.05679929270004059,0.0,0.0,0.382104332709364,0.3149778958820433,0.09810786920916102,0.07745358095460081,0.08778072508188091,0.0,0.0,0.04130857650912043,0.0,1.0,0.6800829009845839,0.5934082845608429,0.08667461642374301,0.019953094804688678,0.00997469480067259,0.0,0.05072504483431547,0.05648472875987039,0.030768244826283292,0.3199170990154187,0.08418742802091574,0.1187049255782485,0.11702474541625392,0.07591289716768646,0.07585575833017887,0.1278589398046003,19960,280
24361,Saint-Agne,0,0.07938283485288981,0.02761142081839646,0.0,0.0,0.4279770226851451,0.24505135976326856,0.14150853169428185,0.06557712444369158,0.05177141403449336,0.0,0.0034514276022995574,0.034514276022995574,0.0,1.0,0.7655725093469512,0.6956316795330063,0.06994082981394557,0.0034617168677273965,0.0035628322778790333,0.010451914981730672,0.03841399508847117,0.05276611151853994,0.04194215442206531,0.23442749065304883,0.08664721321436404,0.09524625010009236,0.05253402733859245,0.07007050164981334,0.03511951107979696,0.20938171756196494,22060,436
24362,Val de Louyre et Caudeau,0,0.06798162117396149,0.013596324234792297,0.0011330270195660248,0.0011330270195660248,0.3342429707719773,0.27645859277411006,0.16315589081750756,0.12123389109356465,0.15182562062184732,0.0011330270195660248,0.003399081058698074,0.048720161841339066,0.020394486352188445,1.0,0.7494916313569481,0.6887417555483651,0.06074987580858329,0.011742198423789813,0.007924483257718986,0.0047515908046520386,0.11884593293631905,0.06304841392380515,0.08184131912362456,0.25050836864305187,0.06876765176360278,0.08135965876232702,0.1003810581171223,0.13194279808077228,0.06370827297026928,0.1073038974543415,20580,1413
24364,Coly-Saint-Amand,0,0.08251832159349634,0.014227296826464886,0.0,0.002845459365292977,0.3130005301822275,0.2902368552598837,0.16788210255228567,0.12235475270759802,0.10243653715054718,0.0,0.002845459365292977,0.05406372794056657,0.019918215557050842,1.0,0.8032872414170965,0.723539143076759,0.07974809834033939,0.002626218148981735,0.010654700262698187,0.0053313177560339355,0.05839160438759517,0.08507932216968646,0.06646725079464655,0.19671275858290244,0.08485760671393858,0.05864456639394714,0.053210585475016704,0.11963794819689699,0.06640376879926908,0.06652279789245924,21020,571
24365,Saint-Amand-de-Vergt,0,0.05966738100708351,0.033148545003935284,0.0,0.01988912700236117,0.3248557410385658,0.17900214302125053,0.14585359801731526,0.11933476201416703,0.05966738100708351,0.0,0.0,0.02651883600314823,0.013259418001574114,1.0,0.801482260034408,0.7192589656945378,0.08222329433987419,0.006674454136410891,0.006957057868084791,0.0,0.10027105723626571,0.08918035220795938,0.04061480189592725,0.1985177399655899,0.09030197666818948,0.033514977294196245,0.0747007860032043,0.13494544620582088,0.06744372635424738,0.2698039021656526,23070,230
24366,Saint-Andre-d'Allas,0,0.06893158887931254,0.0210624299353455,0.0,0.0,0.336998878965528,0.2699820564439741,0.15126654226293587,0.14169271047414245,0.07659065431034727,0.0,0.0019147663577586817,0.024891962650862864,0.007659065431034727,1.0,0.7645144815712431,0.6602433848589574,0.10427109671228534,0.005792467586197638,0.005799259086622077,0.009658627933318117,0.032805867935191683,0.09848318328089041,0.05213214465398153,0.23548551842875495,0.08117140775277688,0.09835196332547573,0.0559621473505031,0.07719888183323811,0.08683037829218339,0.231811590076822,22320,824
24367,Saint-Andre-de-Double,0,0.009956261510128864,0.0,0.0,0.0,0.40820672191528345,0.2489065377532216,0.09956261510128864,0.1393876611418041,0.07965009208103091,0.0,0.0,0.009956261510128864,0.0,1.0,0.7187499999999964,0.6458333333333303,0.07291666666666632,0.020833333333333252,0.020833333333333252,0.0,0.05208333333333308,0.09374999999999957,0.06249999999999965,0.2812499999999986,0.010416666666666576,0.17708333333333287,0.09374999999999957,0.10416666666666576,0.0,0.2604166666666659,18740,147
24370,Saint-Antoine-de-Breuilh,0,0.057554451049753,0.015607986725356744,0.0009754991703347965,0.0009754991703347965,0.4233666399253017,0.22436480917700322,0.09169692201147088,0.07511343611577934,0.05365245436841381,0.0009754991703347965,0.003901996681339186,0.038044467643057064,0.006828494192343576,1.0,0.701515369247136,0.6081833224850012,0.09333204676213482,0.02758232414744065,0.003854494531591353,0.002912315098555222,0.09849569202608502,0.04606415255655784,0.03116453995943073,0.298484630752866,0.06355734727492893,0.10921339639704053,0.12571388708089568,0.06716611538109989,0.023777266482430684,0.08300270277500985,19930,1760
24371,Saint-Aquilin,0,0.044870648116342365,0.006903176633283441,0.0,0.0,0.36241677324738064,0.20364371068186152,0.17257941583208602,0.11735400276581849,0.06903176633283441,0.0,0.0,0.031064294849775485,0.0,1.0,0.7615218681033893,0.6801052235106781,0.08141664459271258,0.009877207631359594,0.006679857799280313,0.006862256236614695,0.05070568797477932,0.07411311702507946,0.061381269876051414,0.23847813189660982,0.04338677907075036,0.10066119166843862,0.0944301611574205,0.11934342530838912,0.1020098818402327,0.20106197672126158,20200,461
24372,Saint-Astier,0,0.05453238198396887,0.03355838891321161,0.0041947986141514515,0.002796532409434301,0.4208781276198623,0.2569314151167764,0.13353442255048786,0.09787863433020054,0.05348368233043101,0.0041947986141514515,0.003495665511792876,0.04649235130684525,0.0031460989606135886,1.0,0.726307451964369,0.6348476412375189,0.09145981072684936,0.017307245779579785,0.002080818660300755,0.0031548493227560974,0.06361494191072196,0.06713416730569008,0.03835198456082912,0.27369254803563137,0.07095797268894219,0.10340603859162102,0.09932853675506816,0.05536473818311103,0.060804734588697236,0.14439274269558736,21380,5248
24373,Saint-Aubin-de-Cadelech,0,0.04639175257731959,0.005154639175257732,0.0,0.005154639175257732,0.42783505154639173,0.28865979381443296,0.14432989690721648,0.11855670103092783,0.11855670103092783,0.0,0.010309278350515464,0.02577319587628866,0.005154639175257732,1.0,0.7268041237113402,0.6597938144329897,0.06701030927835051,0.015463917525773196,0.0,0.015463917525773196,0.061855670103092786,0.05670103092783505,0.05154639175257732,0.27319587628865977,0.05670103092783505,0.16494845360824742,0.05154639175257732,0.10309278350515463,0.15463917525773196,0.18041237113402062,19960,311
24374,Saint-Aubin-de-Lanquais,0,0.05612833471786875,0.021587821045334136,0.0,0.0,0.3151821872618784,0.26337141675307646,0.09066884839040337,0.10793910522667068,0.09066884839040337,0.0,0.0,0.01295269262720048,0.008635128418133655,1.0,0.8142461350566905,0.6885135991846699,0.1257325358720171,0.019052514540291714,0.01738305395518642,0.004517488782164164,0.05812847514296729,0.09332317645288594,0.08178275572028747,0.18575386494331123,0.06637687073390496,0.055256804434156724,0.06412018977524955,0.09416449675773336,0.09157797490782726,0.042845168502711625,22680,317
24375,Saint-Aubin-de-Nabirat,0,0.02237547892720307,0.011187739463601534,0.0,0.0,0.3468199233716476,0.27969348659003834,0.17900383141762455,0.10068965517241381,0.05593869731800767,0.0,0.0,0.0335632183908046,0.0,1.0,0.8160919540229891,0.6896551724137937,0.12643678160919544,0.04597701149425287,0.0,0.0,0.10344827586206894,0.04597701149425287,0.022988505747126492,0.18390804597701194,0.03448275862068968,0.08045977011494256,0.06896551724137936,0.05747126436781606,0.05747126436781606,0.11494252873563192,22090,138
