COM,Nom Commune,N TL,P20_SCOL1517,P20_SCOL1824,ETTEF2021,P20_SCOL2529,P20_NSCOL15P_CAPBEP,P20_NSCOL15P_BAC,P20_NSCOL15P_SUP2,P20_NSCOL15P_SUP34,P20_NSCOL15P_SUP5,ETTEF5021,ETTEF1021,ETTEF121,ETTEF021,P20_ACT1564,P20_ACTOCC1564,P20_CHOMEUR1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP34,P20_CHOM_SUP5,P20_ACT_DIPLMIN,P20_ACT_SUP34,P20_ACT_SUP5,P20_INACT1564,P20_ETUD1564,P20_RETR1564,P20_AINACT1564,C20_ACT1564_CS2,C20_ACT1564_CS3,C20_ACT1564_CS4,MED20,NBPERSMENFISC20,P20_POP1564
24104,Chanterac,0,0.0588072996196673,0.0224027808074923,0.0,0.0028003476009365,0.3752465785254963,0.2436302412814789,0.1344166848449539,0.0784097328262231,0.07280903762435,0.0,0.0,0.0140017380046826,0.0028003476009365,0.791883869604159,0.7162872298205482,0.0755966397836121,0.0112094721072841,0.0055322027464574,0.0,0.0477084805607357,0.0587296109685524,0.053447967960943,0.2081161303958415,0.0697106991149488,0.0877233355053999,0.0506820957754927,0.0564670318748866,0.0422180169216177,0.1960063855547883,21610,624,357.098525792142
24105,Chapdeuil,0,0.0125,0.05,0.0,0.0,0.35,0.325,0.1,0.1,0.0625,0.0,0.0,0.0375,0.0,0.7875,0.675,0.1125,0.0375,0.0125,0.0125,0.125,0.05,0.025,0.2125,0.0375,0.0875,0.0875,0.0625,0.0625,0.1875,23850,143,80.0
24106,La Chapelle-Aubareil,0,0.0685358255451713,0.0218068535825545,0.0,0.0,0.3395638629283489,0.292834890965732,0.1651090342679127,0.1090342679127725,0.1121495327102803,0.0,0.0,0.0560747663551401,0.0093457943925233,0.8193146417445483,0.67601246105919,0.1433021806853582,0.0031152647975077,0.0093457943925233,0.0124610591900311,0.0311526479750778,0.0778816199376947,0.0809968847352024,0.1806853582554517,0.0685358255451713,0.0560747663551401,0.0560747663551401,0.1090342679127725,0.0623052959501557,0.1246105919003115,19300,466,321.0
24107,La Chapelle-Faucher,0,0.0659550961605757,0.00879401282141,0.004397006410705,0.004397006410705,0.4397006410705049,0.1758802564282019,0.1494982179639716,0.1231161794997413,0.0395730576963454,0.0,0.0,0.0439700641070504,0.0,0.7367305813408754,0.6578123808894267,0.0789182004514508,0.0134482123293504,0.0044522812715074,0.0041048147885995,0.0789916345410425,0.0909372937349012,0.0219194149317158,0.263269418659124,0.0682388897143468,0.1290394500895671,0.06599107885521,0.0423203599448259,0.0658889072715162,0.1095344120619873,21420,416,227.427460093162
24108,La Chapelle-Gonaguet,0,0.0562554413770847,0.0121633386761264,0.0,0.0015204173345158,0.401390176312172,0.2356646868499495,0.1444396467790013,0.1125108827541694,0.0516941893735373,0.0,0.0015204173345158,0.0167245906796738,0.0015204173345158,0.7679991963199283,0.6959087406542069,0.0720904556657222,0.0108328378151116,0.0047140293609429,0.0,0.0526617564339359,0.0956687693653166,0.0456309070411736,0.2320008036800717,0.0592003650936039,0.1224079786447459,0.0503924599417215,0.075286439295389,0.0994110996648124,0.2141947810698913,23990,1036,657.714153409375
24109,La Chapelle-Gresignac,0,0.0175438596491228,0.0,0.0,0.0,0.3508771929824561,0.2631578947368421,0.1403508771929824,0.087719298245614,0.1228070175438596,0.0,0.0,0.087719298245614,0.0175438596491228,0.7719298245614035,0.6842105263157895,0.087719298245614,0.0175438596491228,0.0175438596491228,0.0,0.1578947368421052,0.0175438596491228,0.0175438596491228,0.2280701754385964,0.0175438596491228,0.1052631578947368,0.1052631578947368,0.3508771929824561,0.0,0.0,s,s,57.0
24110,La Chapelle-Montabourlet,0,0.0303921568627451,0.0,0.0,0.0,0.4558823529411766,0.4558823529411766,0.0303921568627451,0.0607843137254902,0.2127450980392157,0.0,0.0,0.0607843137254902,0.0,0.7352941176470599,0.6176470588235299,0.1176470588235293,0.0,0.0,0.0294117647058823,0.0294117647058823,0.0294117647058823,0.1470588235294116,0.2647058823529413,0.0294117647058823,0.1176470588235293,0.1176470588235293,0.0,0.0,0.4411764705882365,s,s,32.9032258064516
24111,La Chapelle-Montmoreau,0,0.03125,0.0,0.0,0.0,0.375,0.4375,0.375,0.28125,0.1875,0.0,0.0,0.09375,0.03125,0.875,0.8125,0.0625,0.0,0.0,0.03125,0.0625,0.09375,0.0625,0.125,0.03125,0.03125,0.0625,0.15625,0.0,0.15625,s,s,32.0
24113,La Chapelle-Saint-Jean,0,0.0401625627540043,0.0,0.0,0.0,0.4618694716710499,0.3413817834090369,0.2008128137700217,0.240975376524026,0.1405689696390152,0.0,0.0,0.0200812813770021,0.0,0.7021276595744684,0.6808510638297878,0.0212765957446808,0.0,0.0,0.0,0.0212765957446808,0.1276595744680853,0.0425531914893617,0.2978723404255315,0.0425531914893617,0.2340425531914894,0.0212765957446808,0.1063829787234044,0.1063829787234044,0.2127659574468088,s,s,49.797619047619
24114,Chassaignes,0,0.0240315638450501,0.0240315638450501,0.0,0.0,0.3124103299856525,0.3364418938307027,0.0720946915351505,0.0961262553802007,0.0240315638450501,0.0,0.0,0.0240315638450501,0.0,0.6097560975609749,0.5121951219512192,0.0975609756097559,0.0,0.0,0.0,0.048780487804878,0.048780487804878,0.024390243902439,0.3902439024390252,0.048780487804878,0.1951219512195121,0.146341463414634,0.0,0.1219512195121949,0.0,s,s,41.6119402985075
