COM,ET_C2_x,ET_C3_x,ET_C4_x,ETAZ017,ETBE017,ETFZ017,ETGZ017,ETAZ117,ETAZ1017,ETAZ5017,ETPBE1017,ETPFZ1017,ETPBE2017,ETPFZ2017,ETPBE5017,ETPFZ5017,ETPGZ5017,ETPAZCP17,ETPFZCP17,ETPGZCP17,ETPOQCP17,ETPRESPUB17,ETNPRESPUB17,ETPNPRESPUB17,ETASSMAT17,EFF_DE_x,EFF_C1_x,EFF_C2_x,EFF_C3_x,EFF_C4_x,EFF_C5,EFF_HZ_x,EFF_JZ,EFF_KZ_x,ETBE021,ETFZ021,ETGZ021,ETOQ021,ETAZ1021,ETAZ2021,ETFZ2021,ETAZ5021,ETFZ5021,ETPAZ121,ETPBE1021,ETPBE2021,ETPGZ5021,ETPAZCP21,ETPBECP21,ETPFZCP21,ETPGZCP21,ETNPRESPUB21,ETPPRESPUB21,ETPNPRESPUB21,ETASSMAT21,EFF_DE_y,EFF_C1_y,EFF_C2_y,EFF_C3_y,EFF_C4_y,EFF_HZ_y,EFF_KZ_y,ET_DE,ET_C2_y,ET_C3_y,ET_C4_y,Pop 15 ans ou plus Agriculteurs exploitants en 1999 (compl),Pop Hommes 90 ans ou plus en 2010 (princ),Pop 15 ans ou plus Hommes Agriculteurs exploitants en 2010 (comp,Pop 15-24 ans Agriculteurs exploitants en 2010 (compl),"Pop 15-24 ans Artisans, Comm, Chefs entr en 2010 (compl)",P20_POP01P_IRAN3,P20_POP55P_IRAN3P,C20_POP2554_CS1,C20_POP55P_CS1,PCT,NVAC18,SUP_GEO,AU2010,CATAU2010,TAU2010_RP17,SumOfNB_EQUIP_x,SumOfNB_EQUIP1_x,SumOfNB_EQUIP2_x,SumOfNB_EQUIP2_y,SumOfNB_EQUIP1_y,SumOfNB_EQUIP_y,NPERC1_CS2_2410,NPERC1_CS2_2423,NPERC1_CS2_2469,NPERC1_CS2_2471,NPERC2_CS2_2410,NPERC2_CS2_2421,NPERC2_CS2_2423,NPERC2_CS2_2448,NPERC2_CS2_2469,NPERC2_CS2_2471,NPERC2_CS2_2472,NPERC3_CS2_2410,NPERC3_CS2_2421,NPERC3_CS2_2423,NPERC3_CS2_2447,NPERC3_CS2_2448,NPERC3_CS2_2469,NPERC3_CS2_2471,NPERC3_CS2_2472,NPERC3_CS2_2473,NPERC3_CS2_2476,NPERC3_CS2_2481,NPERC4_CS2_2410,NPERC4_CS2_2421,NPERC4_CS2_2422,NPERC4_CS2_2423,NPERC4_CS2_2447,NPERC4_CS2_2448,NPERC4_CS2_2454,NPERC4_CS2_2455,NPERC4_CS2_2456,NPERC4_CS2_2466,NPERC4_CS2_2469,NPERC4_CS2_2471,NPERC4_CS2_2472,NPERC4_CS2_2473,NPERC4_CS2_2476,NPERC4_CS2_2481,NPERC5_CS2_2410,NPERC5_CS2_2421,NPERC5_CS2_2422,NPERC5_CS2_2423,NPERC5_CS2_2441,NPERC5_CS2_2446,NPERC5_CS2_2447,NPERC5_CS2_2448,NPERC5_CS2_2451,NPERC5_CS2_2454,NPERC5_CS2_2455,NPERC5_CS2_2456,NPERC5_CS2_2461,NPERC5_CS2_2466,NPERC5_CS2_2469,NPERC5_CS2_2471,NPERC5_CS2_2472,NPERC5_CS2_2473,NPERC5_CS2_2476,NPERC5_CS2_2481,NPERC5_CS2_2482,NPERC6_CS2_2410,NPERC6_CS2_2421,NPERC6_CS2_2422,NPERC6_CS2_2423,NPERC6_CS2_2431,NPERC6_CS2_2432,NPERC6_CS2_2436,NPERC6_CS2_2441,NPERC6_CS2_2446,NPERC6_CS2_2447,NPERC6_CS2_2448,NPERC6_CS2_2451,NPERC6_CS2_2454,NPERC6_CS2_2455,NPERC6_CS2_2456,NPERC6_CS2_2461,NPERC6_CS2_2466,NPERC6_CS2_2469,NPERC6_CS2_2471,NPERC6_CS2_2472,NPERC6_CS2_2473,NPERC6_CS2_2476,NPERC6_CS2_2481,NPERC6_CS2_2482,MED16,PBEN16,PPMINI16,P20_HNSAL15P_AIDFAM,P20_ACTOCC15P_ILT5,P20_ACTOCC15P_VELO,C20_ACTOCC1564_CS1,C20_AGRILT_FSAL,C20_INDUSLT_FSAL,C20_CONSTLT_FSAL,UU,C14_ACT1564_CS1,P14_ACTOCC15P_ILT2,C09_ACT1564_CS1,C09_AGRILT_SAL,C09_INDUSLT_NSAL,C09_CONSTLT_FNSAL,P09_HSAL15P_EMPAID,P09_ACTOCC15P_ILT3,P09_ACTOCC15P_ILT4,NTLBIN,P09_FSCOL1824,P09_NSCOL15P_CEP,P20_HNSCOL15P_SUP5,uprIPm2,nbobs_com,nbobs_mail,i015_A2013,i031_A2013,i033a_A2013,i033b_A2013,i034a_A2013,i034b_A2013,i035a_A2013,i035b_A2013,i061b_A2013,i067_A2013,i081a_A2013,i081b_A2013,i081c_A2013,i081d_A2013,i081f_A2013,i091b_A2013,i092b_A2013,i097_A2013,i114_A2013,i118b_A2013,i015_A2019,i033a_A2019,i033b_A2019,i034a_A2019,i034b_A2019,i036a_A2019,i036c_A2019,i070a_A2019,i070b_A2019,i075b_A2019,i087a_A2019,i087b_A2019,i087c_A2019,i087d_A2019,i091b_A2019,i105c_A2019,i105d_A2019,i105e_A2019,i105f_A2019,i118b_A2019,i120a_A2019
33352,0,0,0,0,2,2,0,2,0,0,15,51,41,46,0,0,0,0,0,103,1335,18,0,0,21,23,25,0,0,0,150,63,3,43,0.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,33.0,51.0,0.0,0.0,0.0,0.0,110.0,0.0,1542.0,0.0,41.0,20.0,43.0,0.0,0.0,0.0,29.0,54.0,1.0,0.0,0.0,0.0,48.0,21.0,4.0,0.0,0.0,339.0,71.0,20.0,0.0,27,324.74000761,1247,475,221,1,15390.0,36162.0,11970.0,11625.0,9300.0,24500.0,5.0,0.0,36.0,20.0,5.0,10.0,0.0,5.0,25.0,15.0,30.0,5.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,20.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,20.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16364.0,4.6,6.6,1.00690321074206,2.01380642148412,14.9447605949244,20.1386371299719,5.0,65.1234558449961,10.0872194182395,33701.0,3.93668015677195,537.408420674124,20.0539838816855,60.5045101041092,16.503257685937,0.0,10.3489474179557,114.424086843574,25.3874521762287,1,39.0045544670596,453.569204529297,73.0,11.4829829427834,542,598,0.0,890409.0,0.0,0.0,2.0,0.0,0.0,0.0,28.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,40.85,0.0,0.0,0.0,0.0,0.0,1.0,8308.67,0.0,0.0,205.14386219824792,0.0,0.0,0.0,0.0,1.0,176.98,80.39,0.0,0.0,43.56,4.0
33353,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,4,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,12.0,2.0,15.0,0.0,27,18.0,1435,0,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.0765306122449,5.02551020408163,0.0,0.0,33701.0,0.0,43.7684210526314,11.8243902439024,28.302792380117,0.0,0.0,0.0,5.91219512195122,0.985365853658537,0,0.985365853658537,29.5609756097561,8.0,11.2902077558494,2,476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4434146341463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.48,0.0,0.0,0.0,inf,0.0
33354,0,0,0,0,1,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,2.0,0.0,20.0,10.0,27,12.222222222,1034,998,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,30.0,5.0,0.0,0.0,33701.0,35.3723404255319,38.4042553191489,20.0,24.0,0.0,0.0,0.0,8.0,3.0,0,2.0,17.0,5.0,9.93874335909111,0,499,0.0,12860.0,0.0,0.0,0.0,0.0,0.0,0.0,20.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,657.29,0.0,101.0,0.0
33355,0,0,0,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,2,8,0,0,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,37.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,2.0,12.0,0.0,0.0,99.0,17.0,10.0,10.0,12,64.824926868,1074,6,112,9,110.0,265.0,110.0,110.0,110.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,15.0,10.0,0.0,5.0,33701.0,20.0727731278865,515.87026938668,19.783147049863,46.7970711734015,0.0,0.0,0.98915735249315,5.9349441149589,4.94578676246575,0,17.8048323448767,99.9048926018081,39.0,12.1156048694529,41,1804,1.0,294527.0,0.0,0.0,2.0,2.0,0.0,0.0,36.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,inf,0.0,0.0,0.0,2.0,2.0,1.0,754.13,0.0,0.0,34.6405887069281,0.0,0.0,0.0,0.0,0.0,240.62,0.0,0.0,0.0,inf,0.0
33356,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,15.0,0.0,0.0,35.0,6.0,0.0,0.0,16,5.15,312,997,120,0,26.0,32.0,26.0,22.0,22.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.90255783886926,0.0,9.90913583192385,0.0,4.61672501190826,33701.0,9.34939759036144,132.761445783133,11.123595505618,46.4844807541627,0.0,0.0,0.0,2.78089887640449,2.78089887640449,0,4.63483146067415,25.0280898876404,12.0,11.8898704478817,9,1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.12,0.0,311.88,0.0,inf,0.0
33357,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0,122.0,11.0,0.0,5.0,29,40.632183908,1149,998,300,0,216.0,280.0,216.0,175.0,175.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33701.0,8.6428089128967,628.764348413236,0.0,25.4978660172292,0.0,0.0,0.0,10.9187279151943,20.7455830388692,0,16.3780918727915,91.7173144876321,51.0,12.1156048694529,16,1804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.916957239075931,0.0,0.0,0.0,0.0,0.0,125.74,0.0,0.0,0.0,104.0,0.0
33358,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,54.0,3.0,0.0,0.0,12,24.70584538,518,6,112,9,24.0,46.0,24.0,24.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33701.0,5.02222222222222,157.697777777777,7.40046838407494,23.1761462589247,3.98393574297189,0.0,0.0,0.925058548009368,4.62529274004684,0,1.85011709601874,20.3512880562061,11.0,12.0386891191291,2,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.475074309978758,0.0,0.0,0.0,0.0,0.0,41.5,0.0,519.87,0.0,101.0,0.0
33359,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.0,0.0,0.0,9.0,3.0,15.0,0.0,27,13.194029851,660,0,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.2498869563154,5.04066212125662,0.0,0.0,33701.0,4.72627737226277,62.3868613138686,19.2682926829269,8.03086698617347,0.0,0.0,0.963414634146341,8.67073170731707,0.963414634146341,0,1.92682926829268,28.9024390243902,2.0,11.2902077558494,2,476,0.0,4532.0,2.0,2.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.18,0.0,0.0,0.0,inf,0.0
33360,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,5.0,1.0,5.0,0.0,27,20.444444444,654,109,112,6,9.0,10.0,9.0,11.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.15520092709712,5.08555159361927,0.0,0.0,33701.0,10.0,73.0,8.0,0.0,0.0,0.0,0.0,41.0,0.0,0,1.0,29.0,3.0,10.6903529094323,0,478,0.0,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.91,0.0,inf,0.0
33361,0,0,0,2,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,8,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,20.0,0.0,0.0,28.0,4.0,17.0,17.0,27,27.0,1459,0,400,0,65.0,60.0,52.0,70.0,56.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,28.7537522261336,4.75236201427256,0.0,0.0,33701.0,14.9249954511565,159.199951479003,19.1319444444444,40.3285564946569,0.0,0.0,0.956597222222222,6.69618055555555,4.78298611111111,0,2.86979166666667,36.3506944444444,14.0,9.93874335909111,4,499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.27,0.0,inf,0.0
33362,0,0,0,0,1,1,0,0,0,0,19,0,0,47,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,25,4,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,20.0,2.0,8.0,0.0,0.0,81.0,14.0,10.0,5.0,21,48.605995787,1180,177,112,5,16.0,35.0,16.0,15.0,15.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.06059143480536,15.0849845255886,0.0,20.1613998404112,8.3541278737429,33701.0,25.0,480.0,20.0,4.0,0.0,0.0,0.0,9.0,18.0,0,20.0,131.0,14.0,11.547934792617,7,755,0.0,147331.0,2.0,0.0,0.0,0.0,0.0,0.0,29.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,37.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.76,0.0,0.0,0.0,0.0,0.0,1629.32,0.0,1181.4,0.0,28.67,0.0
33363,0,0,0,0,0,0,1,6,2,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,60,0,5,0,0,0,11,1,0,1,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,136.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,4.0,0.0,0.0,274.0,35.0,5.0,0.0,11,73.940178701,1903,6,112,9,1134.0,3432.0,1008.0,1260.0,1008.0,3192.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,10.0,0.0,0.0,55.0,0.0,5.0,5.0,0.0,15.0,5.0,0.0,5.0,5.0,10.0,0.0,5.0,10.0,10.0,5.0,25.0,25.0,0.0,25.0,10.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,20.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22707.3333333333,4.4,0.9,0.0,1.0,12.0,5.0,10.0051106622772,5.33225894113636,20.0,33701.0,0.0,1551.51881524642,3.94735269936818,67.3752502050762,7.89470539873636,0.0,0.986838174842044,3.94735269936818,22.7237946473678,0,52.3024232666283,204.275502192303,164.0,13.5742206522399,97,3645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,34.67,0.0,0.0,0.0,0.0,0.0,1.0,2804.4,0.0,0.0,35.979126675313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.08,0.0,26.33,0.0
33364,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,0.0,13.0,4.0,15.0,0.0,16,16.452261307,623,997,120,0,44.0,44.0,44.0,55.0,44.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,15.0,35.5744961426943,0.0,0.0,33701.0,9.74747474747474,125.742424242424,12.3208887223522,74.3080555432199,0.0,0.0,0.0,2.05348145372536,4.10696290745072,0,7.18718508803876,23.6150367178416,12.0,11.8614759602906,2,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.489361702127702,0.0,0.0,0.0,0.0,0.0,502.0,0.0,620.49,0.0,inf,0.0
33365,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,10.0,16,15.0,275,997,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14.925,10.0201443078079,0.0,0.0,33701.0,3.98198198198198,60.7252252252252,3.91379310344828,23.9081872493109,0.0,0.0,0.0,0.978448275862069,0.978448275862069,0,0.0,32.2887931034483,10.0,11.8614759602906,1,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.22,0.0,274.23,0.0,inf,0.0
33366,0,0,0,0,1,5,4,5,2,0,33,25,216,23,0,55,97,0,0,145,474,15,0,0,337,99,44,0,0,0,157,208,31,112,2.0,4.0,8.0,1.0,1.0,0.0,3.0,0.0,0.0,27.0,91.0,179.0,0.0,0.0,0.0,0.0,238.0,0.0,797.0,0.0,598.0,92.0,70.0,0.0,0.0,0.0,285.0,132.0,4.0,0.0,0.0,0.0,52.0,23.0,23.0,0.0,16.0,981.0,184.0,36.0,23.0,20,289.92129072,2327,6,112,9,41866.0,149820.0,38060.0,40414.0,36740.0,126720.0,10.0,9.0,6.0,7.0,21.0,52.0,8.0,26.0,9.0,23.0,37.0,3.0,34.0,0.0,65.0,30.0,1.0,0.0,7.0,30.0,36.0,3.0,6.0,35.0,28.0,7.0,22.0,19.0,31.0,40.0,49.0,41.0,5.0,0.0,0.0,3.0,11.0,3.0,0.0,7.0,3.0,0.0,7.0,4.0,18.0,12.0,33.0,18.0,5.0,3.0,30.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,6.0,13.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20589.3333333333,4.5,2.1,0.0,6.38408932491685,43.243018031084,59.7195510426462,19.5834417359375,88.5986762667326,64.9081058979954,33701.0,36.6613355026673,3459.33008635899,53.4001029373657,100.932069334598,24.4081717329061,0.0,14.2473977157975,8.87618373628834,76.504668081752,1,165.784384523522,820.524185988021,340.0,12.9413795418149,1593,1812,0.0,580065.0,2.0,0.0,0.0,0.0,0.0,0.0,50.7,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,44.26,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.4395281735156,259.1,1.0,258.2,1.0,0.0,240.14,0.0,2320.08,0.0,42.45,1.8
33367,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,28.0,4.0,0.0,31.0,5.0,20.0,5.0,12,19.869967492,998,998,300,0,52.0,84.0,52.0,56.0,56.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,25.0,10.9406752628841,0.0,10.1983427516852,33701.0,4.94158878504673,124.528037383178,31.0349603521083,28.9366894317878,0.0,0.0,0.0,3.87937004401354,3.87937004401354,0,2.90952753301016,51.4016530831795,6.0,12.1156048694529,6,1804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4332018561485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0
