COM,Nom Commune,NTLBIN,P20_SCOL1824,P20_SCOL2529,P20_NSCOL15P_BAC,P20_NSCOL15P_SUP2,ETTEF5021,ETTEF1021,ETTEF121,ETTEF021,P20_POP1564,P20_CHOMEUR1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP34,P20_CHOM_SUP5,P20_ACT_SUP34,P20_ETUD1564,P20_RETR1564,C20_ACT1564_CS3,C20_ACT1564_CS4
16078,Champniers,0,102,7,781,503,10,50,243,16,3165.80929629084,210.725996373726,22.7154570684522,12.6452449588132,15.7852819255104,257.971281633477,237.486631481612,338.716010178912,333.124819975195,691.84656855924
16079,Chantillac,0,7,2,45,23,0,2,11,0,201.31693013073,13.4490532617031,1.99626126928856,0.0,0.0,16.2632166776214,11.7307870291148,9.09779649159075,9.34953835779511,37.9518638632129
16081,La Chapelle,0,1,0,27,22,0,0,4,2,114.544298477315,17.0775717329947,4.01433404365435,0.0,1.00486443764157,2.00972887528313,6.0291866258494,14.0681021269819,5.02432218820783,10.0486443764157
16082,Boisne-La Tude,0,10,0,85,53,0,1,9,2,418.191652318813,43.1338203835429,4.96103136389986,1.0172547038913,0.895462874601968,29.148496291048,24.2286262244272,48.7599484149497,5.08627351945649,72.3339739447863
16083,Charme,0,5,0,48,24,0,0,7,0,180.686830303607,16.868006486111,1.98103916873778,1.00956451514314,0.990474463208136,5.98120736776185,6.86799124630871,22.0189713013788,9.99973935265509,29.8096798284254
16084,Charras,0,4,0,64,34,0,0,5,2,205.867100156777,12.8778932159215,0.0,0.0,0.0,6.86507048402209,10.6058114407894,23.1754304645714,9.93304909470782,34.0606526452685
16085,Chasseneuil-sur-Bonnieure,1,88,4,444,202,3,16,94,7,1685.0,154.0,16.0,7.0,2.0,106.0,105.0,164.0,80.0,225.0
16086,Chassenon,0,8,0,114,60,0,2,15,0,442.0,43.0,10.0,3.0,1.0,18.0,17.0,37.0,10.0,15.0
16087,Chassiecq,0,2,0,33,4,0,0,4,0,72.972972972973,5.83783783783784,0.972972972972973,0.0,0.972972972972973,3.89189189189189,4.86486486486486,11.6756756756757,4.86486486486486,14.5945945945946
16088,Chassors,0,16,0,168,96,0,5,22,2,692.863287782693,52.515357380456,9.02024819405896,0.0,2.071786788598,36.0650889132629,34.7711122948018,75.3556660944288,34.7362202588547,126.260719432606
16089,Chateaubernard,0,69,11,478,265,19,39,246,17,2193.75666836193,185.316253206455,38.1995059660357,8.05040405173139,13.0944208311559,125.76668696146,139.456197599227,196.098426572811,160.749902019101,382.812444013856
