COM,Nom Commune,NTLBIN,P20_SCOL1824,P20_SCOL2529,P20_NSCOL15P_BAC,P20_NSCOL15P_SUP2,ETTEF5021,ETTEF1021,ETTEF121,ETTEF021,P20_POP1564,P20_CHOMEUR1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP34,P20_CHOM_SUP5,P20_ACT_SUP34,P20_ETUD1564,P20_RETR1564,C20_ACT1564_CS3,C20_ACT1564_CS4
17302,Romegoux,0,10,0,75,45,0,1,9,2,366.864874560273,27.1234523102712,4.69945064197293,0.960048052257283,0.885453621858978,19.7690676760375,25.9299064504094,31.1940861063022,18.309931034252,54.0672017277083
17303,La Ronde,0,12,0,152,70,0,0,16,2,607.0,60.0,8.0,3.0,2.0,28.0,30.0,51.0,20.0,75.0
17304,Rouffiac,0,10,1,65,33,0,0,12,2,272.705261264896,22.7423806374223,4.13219922766064,1.03683984398027,1.03304980691516,21.6225331753328,23.6923816185296,19.7000126549412,30.8973656989978,51.7477264175106
17305,Rouffignac,0,4,0,59,34,0,0,9,0,230.072524057714,21.7858169078652,2.10891379624015,0.0,0.869678525677987,1.95307416596367,14.2247784551513,20.378449550154,0.0,29.7006586739208
17306,Royan,0,220,18,2851,1739,25,80,937,152,8360.72917532962,1079.35316153883,164.63995702288,44.2517703414837,43.2790701331184,592.121651555205,459.274953321704,1072.1387211,659.1082929469,1304.32589795415
17307,Sablonceaux,0,18,2,189,100,0,5,33,3,838.377917458685,61.8093045135851,14.9288523070608,1.98779188827531,3.01556350640702,66.0133850607116,53.3239554746051,77.1744978700434,24.6116924162221,195.875471723988
17308,Saint-Agnant,0,46,4,447,267,1,2,39,4,1664.34159691176,135.586223284435,13.2468775121318,10.1118707864782,5.08280832799983,124.30136960794,144.111014223658,166.154275562576,125.994487231573,359.777113762388
17309,Saint-Aigulin,0,14,2,261,106,0,4,32,3,1015.0,108.0,22.0,2.0,2.0,48.0,61.0,100.0,25.0,90.0
17310,Saint-Andre-de-Lidon,0,9,1,178,63,0,3,32,5,675.934120555033,55.2240820412093,10.3899209226083,0.0,2.15892166844399,36.1815548930248,44.6930451426101,57.2560697607778,25.1885585067333,113.057562139412
17311,Saint-Augustin,0,17,0,216,138,2,0,19,9,753.794818839009,76.7279914748203,5.86987671491563,3.07517902365059,5.44078060329913,69.517222696935,44.9328405960558,80.6811027584838,46.0294085130952,163.044361605786
